drug_a,drug_b,intersection_n,union_n,jaccard,n_a,n_b,shared_genes
homoharringtonine,pemetrexed,0,3,0.0,1,2,
homoharringtonine,pralatrexate,0,3,0.0,1,2,
homoharringtonine,raloxifene,0,15,0.0,1,14,
homoharringtonine,ribociclib,0,9,0.0,1,8,
homoharringtonine,romidepsin,0,2,0.0,1,1,
homoharringtonine,selinexor,0,4,0.0,1,3,
homoharringtonine,selumetinib,0,28,0.0,1,27,
homoharringtonine,sirolimus,0,3,0.0,1,2,
homoharringtonine,sonidegib,0,5,0.0,1,4,
homoharringtonine,sunitinib,0,4,0.0,1,3,
homoharringtonine,tamoxifen,0,19,0.0,1,18,
homoharringtonine,temsirolimus,0,2,0.0,1,1,
homoharringtonine,teniposide,0,9,0.0,1,8,
homoharringtonine,thiotepa,0,4,0.0,1,3,
homoharringtonine,tioguanine,0,17,0.0,1,16,
homoharringtonine,tivozanib,0,2,0.0,1,1,
homoharringtonine,topotecan,0,3,0.0,1,2,
homoharringtonine,trametinib,0,23,0.0,1,22,
homoharringtonine,trifluridine,0,7,0.0,1,6,
homoharringtonine,tucatinib,0,3,0.0,1,2,
homoharringtonine,umbralisib,0,6,0.0,1,5,
homoharringtonine,valrubicin,0,12,0.0,1,11,
homoharringtonine,vandetanib,0,7,0.0,1,6,
homoharringtonine,vemurafenib,0,23,0.0,1,22,
homoharringtonine,venetoclax,0,6,0.0,1,5,
homoharringtonine,vinblastine,0,10,0.0,1,9,
homoharringtonine,vinorelbine,0,2,0.0,1,1,
homoharringtonine,vorinostat,0,19,0.0,1,18,
homoharringtonine,zoledronate,0,21,0.0,1,20,
hydroxyurea,ibrutinib,0,20,0.0,7,13,
hydroxyurea,idelalisib,0,16,0.0,7,9,
hydroxyurea,imatinib,0,12,0.0,7,5,
hydroxyurea,ixabepilone,0,18,0.0,7,11,
hydroxyurea,ixazomib,0,12,0.0,7,5,
hydroxyurea,lapatinib,0,8,0.0,7,1,
hydroxyurea,lenvatinib,0,25,0.0,7,18,
hydroxyurea,lomustine,0,34,0.0,7,27,
hydroxyurea,lorlatinib,0,9,0.0,7,2,
hydroxyurea,mitomycin,0,19,0.0,7,12,
hydroxyurea,mitotane,0,8,0.0,7,1,
hydroxyurea,mitoxantrone,0,13,0.0,7,6,
hydroxyurea,neratinib,0,13,0.0,7,6,
hydroxyurea,nilotinib,0,21,0.0,7,14,
hydroxyurea,olaparib,0,8,0.0,7,1,
hydroxyurea,osimertinib,0,9,0.0,7,2,
hydroxyurea,palbociclib,0,33,0.0,7,26,
hydroxyurea,panobinostat,0,8,0.0,7,1,
hydroxyurea,raloxifene,0,21,0.0,7,14,
hydroxyurea,ribociclib,0,15,0.0,7,8,
hydroxyurea,romidepsin,0,8,0.0,7,1,
hydroxyurea,selinexor,0,10,0.0,7,3,
hydroxyurea,selumetinib,0,34,0.0,7,27,
hydroxyurea,sirolimus,0,9,0.0,7,2,
hydroxyurea,sonidegib,0,11,0.0,7,4,
hydroxyurea,sunitinib,0,10,0.0,7,3,
hydroxyurea,tamoxifen,0,25,0.0,7,18,
hydroxyurea,temsirolimus,0,8,0.0,7,1,
hydroxyurea,tivozanib,0,8,0.0,7,1,
hydroxyurea,topotecan,0,9,0.0,7,2,
hydroxyurea,trametinib,0,29,0.0,7,22,
hydroxyurea,tucatinib,0,9,0.0,7,2,
hydroxyurea,umbralisib,0,12,0.0,7,5,
hydroxyurea,vandetanib,0,13,0.0,7,6,
hydroxyurea,vemurafenib,0,29,0.0,7,22,
hydroxyurea,venetoclax,0,12,0.0,7,5,
hydroxyurea,vinblastine,0,16,0.0,7,9,
hydroxyurea,vinorelbine,0,8,0.0,7,1,
hydroxyurea,vorinostat,0,25,0.0,7,18,
hydroxyurea,zoledronate,0,27,0.0,7,20,
ibrutinib,idarubicin,0,24,0.0,13,11,
ibrutinib,imatinib,0,18,0.0,13,5,
ibrutinib,irinotecan,0,24,0.0,13,11,
ibrutinib,ixabepilone,0,24,0.0,13,11,
ibrutinib,ixazomib,0,18,0.0,13,5,
ibrutinib,lapatinib,0,14,0.0,13,1,
ibrutinib,lomustine,0,40,0.0,13,27,
ibrutinib,lorlatinib,0,15,0.0,13,2,
ibrutinib,melphalan,0,19,0.0,13,6,
ibrutinib,mercaptopurine,0,40,0.0,13,27,
ibrutinib,methotrexate,0,40,0.0,13,27,
ibrutinib,mitomycin,0,25,0.0,13,12,
ibrutinib,mitotane,0,14,0.0,13,1,
ibrutinib,mitoxantrone,0,19,0.0,13,6,
ibrutinib,nilotinib,0,27,0.0,13,14,
ibrutinib,olaparib,0,14,0.0,13,1,
ibrutinib,oxaliplatin,0,44,0.0,13,31,
ibrutinib,paclitaxel,0,23,0.0,13,10,
ibrutinib,palbociclib,0,39,0.0,13,26,
ibrutinib,panobinostat,0,14,0.0,13,1,
ibrutinib,pemetrexed,0,15,0.0,13,2,
ibrutinib,pralatrexate,0,15,0.0,13,2,
ibrutinib,raloxifene,0,27,0.0,13,14,
ibrutinib,ribociclib,0,21,0.0,13,8,
ibrutinib,romidepsin,0,14,0.0,13,1,
ibrutinib,selinexor,0,16,0.0,13,3,
ibrutinib,selumetinib,0,40,0.0,13,27,
ibrutinib,sirolimus,0,15,0.0,13,2,
ibrutinib,sunitinib,0,16,0.0,13,3,
ibrutinib,tamoxifen,0,31,0.0,13,18,
ibrutinib,temsirolimus,0,14,0.0,13,1,
ibrutinib,teniposide,0,21,0.0,13,8,
ibrutinib,thiotepa,0,16,0.0,13,3,
ibrutinib,tioguanine,0,29,0.0,13,16,
ibrutinib,tivozanib,0,14,0.0,13,1,
ibrutinib,topotecan,0,15,0.0,13,2,
ibrutinib,trametinib,0,35,0.0,13,22,
ibrutinib,trifluridine,0,19,0.0,13,6,
ibrutinib,umbralisib,0,18,0.0,13,5,
ibrutinib,valrubicin,0,24,0.0,13,11,
ibrutinib,vemurafenib,0,35,0.0,13,22,
ibrutinib,venetoclax,0,18,0.0,13,5,
ibrutinib,vinblastine,0,22,0.0,13,9,
ibrutinib,vinorelbine,0,14,0.0,13,1,
ibrutinib,vorinostat,0,31,0.0,13,18,
ibrutinib,zoledronate,0,33,0.0,13,20,
idarubicin,idelalisib,0,20,0.0,11,9,
idarubicin,imatinib,0,16,0.0,11,5,
idarubicin,ixabepilone,0,22,0.0,11,11,
idarubicin,ixazomib,0,16,0.0,11,5,
idarubicin,lapatinib,0,12,0.0,11,1,
idarubicin,lenvatinib,0,29,0.0,11,18,
idarubicin,lomustine,0,38,0.0,11,27,
idarubicin,lorlatinib,0,13,0.0,11,2,
idarubicin,mitotane,0,12,0.0,11,1,
idarubicin,neratinib,0,17,0.0,11,6,
idarubicin,nilotinib,0,25,0.0,11,14,
idarubicin,olaparib,0,12,0.0,11,1,
idarubicin,osimertinib,0,13,0.0,11,2,
idarubicin,paclitaxel,0,21,0.0,11,10,
idarubicin,panobinostat,0,12,0.0,11,1,
idarubicin,pralatrexate,0,13,0.0,11,2,
idarubicin,raloxifene,0,25,0.0,11,14,
idarubicin,ribociclib,0,19,0.0,11,8,
idarubicin,romidepsin,0,12,0.0,11,1,
idarubicin,selinexor,0,14,0.0,11,3,
idarubicin,selumetinib,0,38,0.0,11,27,
idarubicin,sirolimus,0,13,0.0,11,2,
idarubicin,sonidegib,0,15,0.0,11,4,
idarubicin,sunitinib,0,14,0.0,11,3,
idarubicin,tamoxifen,0,29,0.0,11,18,
idarubicin,temsirolimus,0,12,0.0,11,1,
idarubicin,tioguanine,0,27,0.0,11,16,
idarubicin,tivozanib,0,12,0.0,11,1,
idarubicin,trametinib,0,33,0.0,11,22,
idarubicin,tucatinib,0,13,0.0,11,2,
idarubicin,vandetanib,0,17,0.0,11,6,
idarubicin,vemurafenib,0,33,0.0,11,22,
idarubicin,venetoclax,0,16,0.0,11,5,
idarubicin,vinblastine,0,20,0.0,11,9,
idarubicin,vinorelbine,0,12,0.0,11,1,
idarubicin,vorinostat,0,29,0.0,11,18,
idarubicin,zoledronate,0,31,0.0,11,20,
idelalisib,imatinib,0,14,0.0,9,5,
idelalisib,irinotecan,0,20,0.0,9,11,
idelalisib,ixabepilone,0,20,0.0,9,11,
idelalisib,ixazomib,0,14,0.0,9,5,
idelalisib,lapatinib,0,10,0.0,9,1,
idelalisib,lenvatinib,0,27,0.0,9,18,
idelalisib,lomustine,0,36,0.0,9,27,
idelalisib,lorlatinib,0,11,0.0,9,2,
idelalisib,melphalan,0,15,0.0,9,6,
idelalisib,mercaptopurine,0,36,0.0,9,27,
idelalisib,methotrexate,0,36,0.0,9,27,
idelalisib,mitomycin,0,21,0.0,9,12,
idelalisib,mitotane,0,10,0.0,9,1,
idelalisib,mitoxantrone,0,15,0.0,9,6,
idelalisib,neratinib,0,15,0.0,9,6,
idelalisib,nilotinib,0,23,0.0,9,14,
idelalisib,olaparib,0,10,0.0,9,1,
idelalisib,osimertinib,0,11,0.0,9,2,
idelalisib,oxaliplatin,0,40,0.0,9,31,
idelalisib,paclitaxel,0,19,0.0,9,10,
idelalisib,palbociclib,0,35,0.0,9,26,
idelalisib,panobinostat,0,10,0.0,9,1,
idelalisib,pemetrexed,0,11,0.0,9,2,
idelalisib,pralatrexate,0,11,0.0,9,2,
idelalisib,raloxifene,0,23,0.0,9,14,
idelalisib,ribociclib,0,17,0.0,9,8,
idelalisib,romidepsin,0,10,0.0,9,1,
idelalisib,selinexor,0,12,0.0,9,3,
idelalisib,selumetinib,0,36,0.0,9,27,
idelalisib,sonidegib,0,13,0.0,9,4,
idelalisib,sunitinib,0,12,0.0,9,3,
idelalisib,tamoxifen,0,27,0.0,9,18,
idelalisib,teniposide,0,17,0.0,9,8,
idelalisib,thiotepa,0,12,0.0,9,3,
idelalisib,tioguanine,0,25,0.0,9,16,
idelalisib,tivozanib,0,10,0.0,9,1,
idelalisib,topotecan,0,11,0.0,9,2,
idelalisib,trametinib,0,31,0.0,9,22,
idelalisib,trifluridine,0,15,0.0,9,6,
idelalisib,tucatinib,0,11,0.0,9,2,
idelalisib,umbralisib,0,14,0.0,9,5,
idelalisib,valrubicin,0,20,0.0,9,11,
idelalisib,vemurafenib,0,31,0.0,9,22,
idelalisib,venetoclax,0,14,0.0,9,5,
idelalisib,vinblastine,0,18,0.0,9,9,
idelalisib,vinorelbine,0,10,0.0,9,1,
idelalisib,vorinostat,0,27,0.0,9,18,
imatinib,irinotecan,0,16,0.0,5,11,
imatinib,ixazomib,0,10,0.0,5,5,
imatinib,lapatinib,0,6,0.0,5,1,
imatinib,lenvatinib,0,23,0.0,5,18,
imatinib,lorlatinib,0,7,0.0,5,2,
imatinib,melphalan,0,11,0.0,5,6,
imatinib,mitomycin,0,17,0.0,5,12,
imatinib,mitotane,0,6,0.0,5,1,
imatinib,mitoxantrone,0,11,0.0,5,6,
imatinib,neratinib,0,11,0.0,5,6,
imatinib,olaparib,0,6,0.0,5,1,
imatinib,osimertinib,0,7,0.0,5,2,
imatinib,panobinostat,0,6,0.0,5,1,
imatinib,pemetrexed,0,7,0.0,5,2,
imatinib,pralatrexate,0,7,0.0,5,2,
imatinib,ribociclib,0,13,0.0,5,8,
imatinib,romidepsin,0,6,0.0,5,1,
imatinib,sirolimus,0,7,0.0,5,2,
imatinib,sonidegib,0,9,0.0,5,4,
imatinib,sunitinib,0,8,0.0,5,3,
imatinib,temsirolimus,0,6,0.0,5,1,
imatinib,teniposide,0,13,0.0,5,8,
imatinib,thiotepa,0,8,0.0,5,3,
imatinib,tivozanib,0,6,0.0,5,1,
imatinib,topotecan,0,7,0.0,5,2,
imatinib,trametinib,0,27,0.0,5,22,
imatinib,trifluridine,0,11,0.0,5,6,
imatinib,tucatinib,0,7,0.0,5,2,
imatinib,valrubicin,0,16,0.0,5,11,
imatinib,vandetanib,0,11,0.0,5,6,
imatinib,vemurafenib,0,27,0.0,5,22,
imatinib,venetoclax,0,10,0.0,5,5,
imatinib,vinorelbine,0,6,0.0,5,1,
imatinib,zoledronate,0,25,0.0,5,20,
irinotecan,ixabepilone,0,22,0.0,11,11,
irinotecan,ixazomib,0,16,0.0,11,5,
irinotecan,lapatinib,0,12,0.0,11,1,
irinotecan,lenvatinib,0,29,0.0,11,18,
irinotecan,lorlatinib,0,13,0.0,11,2,
irinotecan,mitotane,0,12,0.0,11,1,
irinotecan,neratinib,0,17,0.0,11,6,
irinotecan,nilotinib,0,25,0.0,11,14,
irinotecan,olaparib,0,12,0.0,11,1,
irinotecan,osimertinib,0,13,0.0,11,2,
irinotecan,panobinostat,0,12,0.0,11,1,
irinotecan,raloxifene,0,25,0.0,11,14,
irinotecan,ribociclib,0,19,0.0,11,8,
irinotecan,romidepsin,0,12,0.0,11,1,
irinotecan,selinexor,0,14,0.0,11,3,
irinotecan,selumetinib,0,38,0.0,11,27,
irinotecan,sirolimus,0,13,0.0,11,2,
irinotecan,sonidegib,0,15,0.0,11,4,
irinotecan,sunitinib,0,14,0.0,11,3,
irinotecan,tamoxifen,0,29,0.0,11,18,
irinotecan,temsirolimus,0,12,0.0,11,1,
irinotecan,tivozanib,0,12,0.0,11,1,
irinotecan,trametinib,0,33,0.0,11,22,
irinotecan,tucatinib,0,13,0.0,11,2,
irinotecan,umbralisib,0,16,0.0,11,5,
irinotecan,vandetanib,0,17,0.0,11,6,
irinotecan,vemurafenib,0,33,0.0,11,22,
irinotecan,venetoclax,0,16,0.0,11,5,
irinotecan,vinblastine,0,20,0.0,11,9,
irinotecan,vinorelbine,0,12,0.0,11,1,
irinotecan,vorinostat,0,29,0.0,11,18,
irinotecan,zoledronate,0,31,0.0,11,20,
ixabepilone,ixazomib,0,16,0.0,11,5,
ixabepilone,lapatinib,0,12,0.0,11,1,
ixabepilone,lenvatinib,0,29,0.0,11,18,
ixabepilone,lorlatinib,0,13,0.0,11,2,
ixabepilone,melphalan,0,17,0.0,11,6,
ixabepilone,mitomycin,0,23,0.0,11,12,
ixabepilone,mitotane,0,12,0.0,11,1,
ixabepilone,mitoxantrone,0,17,0.0,11,6,
ixabepilone,neratinib,0,17,0.0,11,6,
ixabepilone,olaparib,0,12,0.0,11,1,
ixabepilone,osimertinib,0,13,0.0,11,2,
ixabepilone,pemetrexed,0,13,0.0,11,2,
ixabepilone,pralatrexate,0,13,0.0,11,2,
ixabepilone,romidepsin,0,12,0.0,11,1,
ixabepilone,selinexor,0,14,0.0,11,3,
ixabepilone,sirolimus,0,13,0.0,11,2,
ixabepilone,sonidegib,0,15,0.0,11,4,
ixabepilone,temsirolimus,0,12,0.0,11,1,
ixabepilone,teniposide,0,19,0.0,11,8,
ixabepilone,thiotepa,0,14,0.0,11,3,
ixabepilone,tivozanib,0,12,0.0,11,1,
ixabepilone,topotecan,0,13,0.0,11,2,
ixabepilone,trifluridine,0,17,0.0,11,6,
ixabepilone,tucatinib,0,13,0.0,11,2,
ixabepilone,umbralisib,0,16,0.0,11,5,
ixabepilone,valrubicin,0,22,0.0,11,11,
ixabepilone,vandetanib,0,17,0.0,11,6,
ixabepilone,vemurafenib,0,33,0.0,11,22,
ixabepilone,venetoclax,0,16,0.0,11,5,
ixabepilone,vinblastine,0,20,0.0,11,9,
ixabepilone,vinorelbine,0,12,0.0,11,1,
ixabepilone,zoledronate,0,31,0.0,11,20,
ixazomib,lapatinib,0,6,0.0,5,1,
ixazomib,lenvatinib,0,23,0.0,5,18,
ixazomib,lomustine,0,32,0.0,5,27,
ixazomib,lorlatinib,0,7,0.0,5,2,
ixazomib,melphalan,0,11,0.0,5,6,
ixazomib,mercaptopurine,0,32,0.0,5,27,
ixazomib,methotrexate,0,32,0.0,5,27,
ixazomib,mitomycin,0,17,0.0,5,12,
ixazomib,mitotane,0,6,0.0,5,1,
ixazomib,mitoxantrone,0,11,0.0,5,6,
ixazomib,neratinib,0,11,0.0,5,6,
ixazomib,nilotinib,0,19,0.0,5,14,
ixazomib,olaparib,0,6,0.0,5,1,
ixazomib,osimertinib,0,7,0.0,5,2,
ixazomib,oxaliplatin,0,36,0.0,5,31,
ixazomib,paclitaxel,0,15,0.0,5,10,
ixazomib,palbociclib,0,31,0.0,5,26,
ixazomib,panobinostat,0,6,0.0,5,1,
ixazomib,pemetrexed,0,7,0.0,5,2,
ixazomib,pralatrexate,0,7,0.0,5,2,
ixazomib,raloxifene,0,19,0.0,5,14,
ixazomib,ribociclib,0,13,0.0,5,8,
ixazomib,romidepsin,0,6,0.0,5,1,
ixazomib,selinexor,0,8,0.0,5,3,
ixazomib,sirolimus,0,7,0.0,5,2,
ixazomib,sonidegib,0,9,0.0,5,4,
ixazomib,sunitinib,0,8,0.0,5,3,
ixazomib,tamoxifen,0,23,0.0,5,18,
ixazomib,temsirolimus,0,6,0.0,5,1,
ixazomib,teniposide,0,13,0.0,5,8,
ixazomib,thiotepa,0,8,0.0,5,3,
ixazomib,tioguanine,0,21,0.0,5,16,
ixazomib,tivozanib,0,6,0.0,5,1,
ixazomib,topotecan,0,7,0.0,5,2,
ixazomib,trifluridine,0,11,0.0,5,6,
ixazomib,tucatinib,0,7,0.0,5,2,
ixazomib,umbralisib,0,10,0.0,5,5,
ixazomib,valrubicin,0,16,0.0,5,11,
ixazomib,vandetanib,0,11,0.0,5,6,
ixazomib,vinblastine,0,14,0.0,5,9,
ixazomib,vinorelbine,0,6,0.0,5,1,
ixazomib,vorinostat,0,23,0.0,5,18,
ixazomib,zoledronate,0,25,0.0,5,20,
lapatinib,lenvatinib,0,19,0.0,1,18,
lapatinib,lomustine,0,28,0.0,1,27,
lapatinib,lorlatinib,0,3,0.0,1,2,
lapatinib,melphalan,0,7,0.0,1,6,
lapatinib,mercaptopurine,0,28,0.0,1,27,
lapatinib,methotrexate,0,28,0.0,1,27,
lapatinib,mitomycin,0,13,0.0,1,12,
lapatinib,mitotane,0,2,0.0,1,1,
lapatinib,mitoxantrone,0,7,0.0,1,6,
lapatinib,neratinib,0,7,0.0,1,6,
lapatinib,nilotinib,0,15,0.0,1,14,
lapatinib,olaparib,0,2,0.0,1,1,
lapatinib,osimertinib,0,3,0.0,1,2,
lapatinib,oxaliplatin,0,32,0.0,1,31,
lapatinib,paclitaxel,0,11,0.0,1,10,
lapatinib,panobinostat,0,2,0.0,1,1,
lapatinib,pemetrexed,0,3,0.0,1,2,
lapatinib,pralatrexate,0,3,0.0,1,2,
lapatinib,raloxifene,0,15,0.0,1,14,
lapatinib,ribociclib,0,9,0.0,1,8,
lapatinib,romidepsin,0,2,0.0,1,1,
lapatinib,selinexor,0,4,0.0,1,3,
lapatinib,selumetinib,0,28,0.0,1,27,
lapatinib,sirolimus,0,3,0.0,1,2,
lapatinib,sonidegib,0,5,0.0,1,4,
lapatinib,tamoxifen,0,19,0.0,1,18,
lapatinib,temsirolimus,0,2,0.0,1,1,
lapatinib,teniposide,0,9,0.0,1,8,
lapatinib,thiotepa,0,4,0.0,1,3,
lapatinib,tioguanine,0,17,0.0,1,16,
lapatinib,tivozanib,0,2,0.0,1,1,
lapatinib,topotecan,0,3,0.0,1,2,
lapatinib,trametinib,0,23,0.0,1,22,
lapatinib,trifluridine,0,7,0.0,1,6,
lapatinib,tucatinib,0,3,0.0,1,2,
lapatinib,umbralisib,0,6,0.0,1,5,
lapatinib,valrubicin,0,12,0.0,1,11,
lapatinib,vandetanib,0,7,0.0,1,6,
lapatinib,vemurafenib,0,23,0.0,1,22,
lapatinib,venetoclax,0,6,0.0,1,5,
lapatinib,vinblastine,0,10,0.0,1,9,
lapatinib,vinorelbine,0,2,0.0,1,1,
lapatinib,vorinostat,0,19,0.0,1,18,
lapatinib,zoledronate,0,21,0.0,1,20,
lenvatinib,lomustine,0,45,0.0,18,27,
lenvatinib,lorlatinib,0,20,0.0,18,2,
lenvatinib,melphalan,0,24,0.0,18,6,
lenvatinib,mercaptopurine,0,45,0.0,18,27,
lenvatinib,methotrexate,0,45,0.0,18,27,
lenvatinib,mitomycin,0,30,0.0,18,12,
lenvatinib,mitotane,0,19,0.0,18,1,
lenvatinib,mitoxantrone,0,24,0.0,18,6,
lenvatinib,neratinib,0,24,0.0,18,6,
lenvatinib,nilotinib,0,32,0.0,18,14,
lenvatinib,olaparib,0,19,0.0,18,1,
lenvatinib,osimertinib,0,20,0.0,18,2,
lenvatinib,oxaliplatin,0,49,0.0,18,31,
lenvatinib,paclitaxel,0,28,0.0,18,10,
lenvatinib,palbociclib,0,44,0.0,18,26,
lenvatinib,panobinostat,0,19,0.0,18,1,
lenvatinib,pemetrexed,0,20,0.0,18,2,
lenvatinib,pralatrexate,0,20,0.0,18,2,
lenvatinib,raloxifene,0,32,0.0,18,14,
lenvatinib,ribociclib,0,26,0.0,18,8,
lenvatinib,romidepsin,0,19,0.0,18,1,
lenvatinib,selinexor,0,21,0.0,18,3,
lenvatinib,selumetinib,0,45,0.0,18,27,
lenvatinib,sirolimus,0,20,0.0,18,2,
lenvatinib,sonidegib,0,22,0.0,18,4,
lenvatinib,sunitinib,0,21,0.0,18,3,
lenvatinib,tamoxifen,0,36,0.0,18,18,
lenvatinib,temsirolimus,0,19,0.0,18,1,
lenvatinib,teniposide,0,26,0.0,18,8,
lenvatinib,thiotepa,0,21,0.0,18,3,
lenvatinib,tioguanine,0,34,0.0,18,16,
lenvatinib,tivozanib,0,19,0.0,18,1,
lenvatinib,topotecan,0,20,0.0,18,2,
lenvatinib,trametinib,0,40,0.0,18,22,
lenvatinib,trifluridine,0,24,0.0,18,6,
lenvatinib,tucatinib,0,20,0.0,18,2,
lenvatinib,umbralisib,0,23,0.0,18,5,
lenvatinib,valrubicin,0,29,0.0,18,11,
lenvatinib,vandetanib,0,24,0.0,18,6,
lenvatinib,vemurafenib,0,40,0.0,18,22,
lenvatinib,venetoclax,0,23,0.0,18,5,
lenvatinib,vinblastine,0,27,0.0,18,9,
lenvatinib,vinorelbine,0,19,0.0,18,1,
lenvatinib,vorinostat,0,36,0.0,18,18,
lomustine,lorlatinib,0,29,0.0,27,2,
lomustine,mitotane,0,28,0.0,27,1,
lomustine,neratinib,0,33,0.0,27,6,
lomustine,olaparib,0,28,0.0,27,1,
lomustine,osimertinib,0,29,0.0,27,2,
lomustine,panobinostat,0,28,0.0,27,1,
lomustine,pemetrexed,0,29,0.0,27,2,
lomustine,pralatrexate,0,29,0.0,27,2,
lomustine,romidepsin,0,28,0.0,27,1,
lomustine,sirolimus,0,29,0.0,27,2,
lomustine,sonidegib,0,31,0.0,27,4,
lomustine,sunitinib,0,30,0.0,27,3,
lomustine,temsirolimus,0,28,0.0,27,1,
lomustine,teniposide,0,35,0.0,27,8,
lomustine,thiotepa,0,30,0.0,27,3,
lomustine,tivozanib,0,28,0.0,27,1,
lomustine,topotecan,0,29,0.0,27,2,
lomustine,trametinib,0,49,0.0,27,22,
lomustine,trifluridine,0,33,0.0,27,6,
lomustine,tucatinib,0,29,0.0,27,2,
lomustine,umbralisib,0,32,0.0,27,5,
lomustine,valrubicin,0,38,0.0,27,11,
lomustine,vandetanib,0,33,0.0,27,6,
lomustine,vemurafenib,0,49,0.0,27,22,
lomustine,venetoclax,0,32,0.0,27,5,
lomustine,vinorelbine,0,28,0.0,27,1,
lomustine,zoledronate,0,47,0.0,27,20,
lorlatinib,melphalan,0,8,0.0,2,6,
lorlatinib,mercaptopurine,0,29,0.0,2,27,
lorlatinib,methotrexate,0,29,0.0,2,27,
lorlatinib,mitomycin,0,14,0.0,2,12,
lorlatinib,mitotane,0,3,0.0,2,1,
lorlatinib,mitoxantrone,0,8,0.0,2,6,
lorlatinib,neratinib,0,8,0.0,2,6,
lorlatinib,nilotinib,0,16,0.0,2,14,
lorlatinib,olaparib,0,3,0.0,2,1,
lorlatinib,osimertinib,0,4,0.0,2,2,
lorlatinib,oxaliplatin,0,33,0.0,2,31,
lorlatinib,paclitaxel,0,12,0.0,2,10,
lorlatinib,palbociclib,0,28,0.0,2,26,
lorlatinib,panobinostat,0,3,0.0,2,1,
lorlatinib,pemetrexed,0,4,0.0,2,2,
lorlatinib,pralatrexate,0,4,0.0,2,2,
lorlatinib,raloxifene,0,16,0.0,2,14,
lorlatinib,ribociclib,0,10,0.0,2,8,
lorlatinib,romidepsin,0,3,0.0,2,1,
lorlatinib,selinexor,0,5,0.0,2,3,
lorlatinib,selumetinib,0,29,0.0,2,27,
lorlatinib,sirolimus,0,4,0.0,2,2,
lorlatinib,sonidegib,0,6,0.0,2,4,
lorlatinib,sunitinib,0,5,0.0,2,3,
lorlatinib,tamoxifen,0,20,0.0,2,18,
lorlatinib,temsirolimus,0,3,0.0,2,1,
lorlatinib,teniposide,0,10,0.0,2,8,
lorlatinib,thiotepa,0,5,0.0,2,3,
lorlatinib,tioguanine,0,18,0.0,2,16,
lorlatinib,tivozanib,0,3,0.0,2,1,
lorlatinib,topotecan,0,4,0.0,2,2,
lorlatinib,trametinib,0,24,0.0,2,22,
lorlatinib,trifluridine,0,8,0.0,2,6,
lorlatinib,tucatinib,0,4,0.0,2,2,
lorlatinib,umbralisib,0,7,0.0,2,5,
lorlatinib,valrubicin,0,13,0.0,2,11,
lorlatinib,vandetanib,0,8,0.0,2,6,
lorlatinib,vemurafenib,0,24,0.0,2,22,
lorlatinib,venetoclax,0,7,0.0,2,5,
lorlatinib,vinblastine,0,11,0.0,2,9,
lorlatinib,vinorelbine,0,3,0.0,2,1,
lorlatinib,vorinostat,0,20,0.0,2,18,
lorlatinib,zoledronate,0,22,0.0,2,20,
melphalan,mitotane,0,7,0.0,6,1,
melphalan,neratinib,0,12,0.0,6,6,
melphalan,nilotinib,0,20,0.0,6,14,
melphalan,olaparib,0,7,0.0,6,1,
melphalan,osimertinib,0,8,0.0,6,2,
melphalan,paclitaxel,0,16,0.0,6,10,
melphalan,palbociclib,0,32,0.0,6,26,
melphalan,panobinostat,0,7,0.0,6,1,
melphalan,pemetrexed,0,8,0.0,6,2,
melphalan,pralatrexate,0,8,0.0,6,2,
melphalan,raloxifene,0,20,0.0,6,14,
melphalan,ribociclib,0,14,0.0,6,8,
melphalan,romidepsin,0,7,0.0,6,1,
melphalan,selinexor,0,9,0.0,6,3,
melphalan,selumetinib,0,33,0.0,6,27,
melphalan,sirolimus,0,8,0.0,6,2,
melphalan,sonidegib,0,10,0.0,6,4,
melphalan,sunitinib,0,9,0.0,6,3,
melphalan,tamoxifen,0,24,0.0,6,18,
melphalan,temsirolimus,0,7,0.0,6,1,
melphalan,tioguanine,0,22,0.0,6,16,
melphalan,tivozanib,0,7,0.0,6,1,
melphalan,trametinib,0,28,0.0,6,22,
melphalan,tucatinib,0,8,0.0,6,2,
melphalan,umbralisib,0,11,0.0,6,5,
melphalan,vandetanib,0,12,0.0,6,6,
melphalan,vemurafenib,0,28,0.0,6,22,
melphalan,venetoclax,0,11,0.0,6,5,
melphalan,vinblastine,0,15,0.0,6,9,
melphalan,vinorelbine,0,7,0.0,6,1,
melphalan,vorinostat,0,24,0.0,6,18,
melphalan,zoledronate,0,26,0.0,6,20,
mercaptopurine,mitomycin,0,39,0.0,27,12,
mercaptopurine,mitotane,0,28,0.0,27,1,
mercaptopurine,mitoxantrone,0,33,0.0,27,6,
mercaptopurine,neratinib,0,33,0.0,27,6,
mercaptopurine,olaparib,0,28,0.0,27,1,
mercaptopurine,osimertinib,0,29,0.0,27,2,
mercaptopurine,panobinostat,0,28,0.0,27,1,
mercaptopurine,ribociclib,0,35,0.0,27,8,
mercaptopurine,romidepsin,0,28,0.0,27,1,
mercaptopurine,selinexor,0,30,0.0,27,3,
mercaptopurine,sirolimus,0,29,0.0,27,2,
mercaptopurine,sonidegib,0,31,0.0,27,4,
mercaptopurine,sunitinib,0,30,0.0,27,3,
mercaptopurine,temsirolimus,0,28,0.0,27,1,
mercaptopurine,teniposide,0,35,0.0,27,8,
mercaptopurine,thiotepa,0,30,0.0,27,3,
