drugA,drugB,B_ACC
Arsenic trioxide,Docetaxel,0.177753
Dacarbazine,Vinblastine,0.177223
Trilaciclib,Vorinostat,0.176837
Carmustine,tepotinib,0.176604
Thiotepa,Valrubicin,0.176115
Actinomycin D,Paclitaxel,0.176081
Crizotinib,Selinexor,0.175850
Ifosfamide,Irinotecan,0.175800
Etoposide,Thiotepa,0.175032
Dabrafenib,Ixabepilone,0.174750
Belinostat,Trilaciclib,0.174556
Carfilzomib,Dexrazoxane,0.173885
Lomustine,Nilotinib,0.173615
Mitomycin,Teniposide,0.173085
Methotrexate,Ribociclib,0.172904
Ifosfamide,Paclitaxel,0.172492
Idarubicin,Oxaliplatin,0.172208
Etoposide,Triethylenemelamine,0.171951
Actinomycin D,Nilotinib,0.171812
Idarubicin,Methotrexate,0.171689
Arsenic trioxide,Selinexor,0.171465
Arsenic trioxide,Raloxifene,0.171209
Lomustine,Selinexor,0.171088
Ceritinib,Nilotinib,0.171019
Cytarabine,Nitrogen mustard,0.170619
Cyclophosphamide,Methotrexate,0.169437
Carmustine,Selinexor,0.169433
Ceritinib,Raloxifene,0.169347
Cisplatin,Uracil mustard,0.168550
Mitomycin,Nitrogen mustard,0.168474
Methotrexate,Raloxifene,0.168180
Actinomycin D,Asciminib,0.167883
Avapritinib,Idelalisib,0.167684
Cladribine,Dabrafenib,0.167669
Actinomycin D,Docetaxel,0.167447
Irinotecan,Mitomycin,0.167212
Belinostat,Palbociclib,0.167058
Darolutamide,Raloxifene,0.167039
Carmustine,Epirubicin,0.166462
Irinotecan,Thiotepa,0.166393
Dabrafenib,Fluorouracil,0.166219
Carmustine,Nilotinib,0.166144
Ifosfamide,Teniposide,0.165988
Dexrazoxane,Irinotecan,0.165530
Cyclophosphamide,Fulvestrant,0.165234
Dacomitinib,Sonidegib,0.165175
Asciminib,Nilotinib,0.165152
Carmustine,Trilaciclib,0.165137
Mercaptopurine,Nilotinib,0.165015
Brigatinib,Everolimus,0.164686
Asciminib,Raloxifene,0.164619
Asciminib,Ceritinib,0.164145
Docetaxel,Ifosfamide,0.163858
Methotrexate,Nilotinib,0.163731
Estramustine,Fruquintinib,0.163562
Irinotecan,Triethylenemelamine,0.163311
Nitrogen mustard,Thiotepa,0.162745
Carfilzomib,Crizotinib,0.162695
Cyclophosphamide,Oxaliplatin,0.162532
Carboplatin,Docetaxel,0.162470
Ifosfamide,Thiotepa,0.161596
Asciminib,Ixabepilone,0.161208
Asciminib,Vorinostat,0.161077
Fluorouracil,Trilaciclib,0.160890
Irinotecan,Teniposide,0.160317
Allopurinol,Oxaliplatin,0.160290
Carmustine,Methotrexate,0.160137
Tamoxifen,tepotinib,0.160099
Bleomycin,Erlotinib,0.160089
Selumetinib,Tamoxifen,0.159919
Crizotinib,Dabrafenib,0.159667
Pipobroman,Uracil mustard,0.159594
Erdafitinib,Pemigatinib,0.159530
Asciminib,Crizotinib,0.159368
Asciminib,Tamoxifen,0.159217
Ifosfamide,Triethylenemelamine,0.158515
Crizotinib,Paclitaxel,0.158326
Ceritinib,Vorinostat,0.158230
Daunorubicin,Thiotepa,0.157744
Raloxifene,Vinblastine,0.157009
Chlorambucil,Epirubicin,0.156995
Dexrazoxane,Thiotepa,0.156701
Lomustine,Oxaliplatin,0.156198
Afatinib,Erlotinib,0.155864
Daunorubicin,Triethylenemelamine,0.154662
Idarubicin,Valrubicin,0.154569
Mitomycin,Triethylenemelamine,0.154246
Bleomycin,Idelalisib,0.153974
Oxaliplatin,Valrubicin,0.153919
Asciminib,Lomustine,0.153894
Cobimetinib,Tamoxifen,0.153656
Dexrazoxane,Triethylenemelamine,0.153619
Brigatinib,Sotorasib,0.152898
Ibrutinib,Lenvatinib,0.152499
Asciminib,Carmustine,0.151990
Mitomycin,Valrubicin,0.151041
Arsenic trioxide,Crizotinib,0.150839
Carmustine,Cyclophosphamide,0.150820
Carboplatin,Darolutamide,0.149993
Ceritinib,Oxaliplatin,0.149871
Everolimus,Zoledronate,0.149853
Asciminib,Mercaptopurine,0.149728
Selumetinib,tepotinib,0.149514
Imatinib,tepotinib,0.149297
Irinotecan,Lomustine,0.149239
Ifosfamide,Vinblastine,0.148922
Asciminib,Oxaliplatin,0.147902
Belinostat,Crizotinib,0.147848
Cytarabine,Valrubicin,0.147765
Crizotinib,Dexrazoxane,0.146825
Cobimetinib,tepotinib,0.146602
Hydroxyurea,Nitrogen mustard,0.146411
Darolutamide,Lomustine,0.146355
Avapritinib,Zoledronate,0.146344
Tamoxifen,Vinblastine,0.146324
Darolutamide,Venetoclax,0.146306
Methotrexate,Thiotepa,0.146248
Methotrexate,Teniposide,0.146180
Ifosfamide,Valrubicin,0.146042
Cisplatin,Gemcitabine,0.145861
Crizotinib,Palbociclib,0.145826
Oxaliplatin,Thiotepa,0.144944
Idarubicin,Trifluridine,0.144754
Cisplatin,Imatinib,0.144043
Erlotinib,Sotorasib,0.143941
Carmustine,Irinotecan,0.143683
Vemurafenib,tepotinib,0.143455
Methotrexate,Triethylenemelamine,0.143167
Carfilzomib,Oxaliplatin,0.142823
Melphalan,Mitoxantrone,0.142266
Irinotecan,Valrubicin,0.142203
Oxaliplatin,Triethylenemelamine,0.141863
Imatinib,Vinblastine,0.140952
Docetaxel,Ixabepilone,0.140773
Mercaptopurine,Vorinostat,0.140680
Nilotinib,Selumetinib,0.140417
Actinomycin D,Oxaliplatin,0.140360
Ribociclib,tepotinib,0.140275
Ibrutinib,Sonidegib,0.140266
Etoposide,Irinotecan,0.140042
Nitrogen mustard,Trifluridine,0.140012
Arsenic trioxide,Avapritinib,0.139878
Everolimus,Lenvatinib,0.139822
Gemcitabine,Melphalan,0.139488
Bleomycin,Uracil mustard,0.139366
Mercaptopurine,Vinblastine,0.139351
Encorafenib,Sunitinib,0.139304
Dacarbazine,Lomustine,0.139258
Chlorambucil,Gemcitabine,0.138990
Raloxifene,Selumetinib,0.138702
Melphalan,Pipobroman,0.138530
Chlorambucil,Pipobroman,0.138087
Duvelisib,Everolimus,0.137791
Mitoxantrone,Pipobroman,0.136799
Actinomycin D,Arsenic trioxide,0.136680
Teniposide,Trilaciclib,0.136302
Cobimetinib,Nilotinib,0.135667
Abiraterone,Avapritinib,0.135661
Actinomycin D,Mercaptopurine,0.135417
Trifluridine,Uracil mustard,0.135185
Carmustine,Mercaptopurine,0.135012
Dexrazoxane,Ribociclib,0.135001
Ceritinib,Selumetinib,0.134779
Abiraterone,Zanubrutinib,0.134217
Abiraterone,Erdafitinib,0.134089
Cobimetinib,Raloxifene,0.133951
Bleomycin,Vandetanib,0.133695
Hydroxyurea,Melphalan,0.133466
Erdafitinib,Zoledronate,0.131968
Methotrexate,Vinblastine,0.131919
Nilotinib,Palbociclib,0.131515
Carboplatin,Mitoxantrone,0.131273
Sunitinib,Trametinib,0.131202
Hydroxyurea,Uracil mustard,0.130748
Epirubicin,Teniposide,0.130677
Arsenic trioxide,Nilotinib,0.130654
Venetoclax,tepotinib,0.130546
Ceritinib,Cobimetinib,0.130112
Dacomitinib,Vandetanib,0.130003
Binimetinib,Sunitinib,0.129920
Fludarabine,Methotrexate,0.129898
Abemaciclib,Idelalisib,0.129382
Everolimus,Vandetanib,0.129325
Ixabepilone,Mercaptopurine,0.129175
Dacomitinib,Dasatinib,0.129058
Dasatinib,Pemigatinib,0.127608
Selumetinib,Vorinostat,0.127296
Carmustine,Uracil mustard,0.126921
Dacomitinib,Duvelisib,0.126717
Ceritinib,Methotrexate,0.126542
Dacarbazine,Methotrexate,0.126219
Selumetinib,Sunitinib,0.126065
Ceritinib,Mercaptopurine,0.125620
Arsenic trioxide,Sotorasib,0.125135
Crizotinib,Trilaciclib,0.125099
Abemaciclib,Pemigatinib,0.124886
Lomustine,Sotorasib,0.124752
Fludarabine,Tioguanine,0.124525
Vandetanib,Zanubrutinib,0.124522
Cobimetinib,Sunitinib,0.124508
Methotrexate,Valrubicin,0.124136
Nilotinib,Paclitaxel,0.123930
Selpercatinib,Uracil mustard,0.123893
Arsenic trioxide,Cyclophosphamide,0.123485
Cytarabine,Idarubicin,0.123410
Pemigatinib,Zoledronate,0.123305
Carboplatin,Imatinib,0.123152
Dexrazoxane,Trilaciclib,0.122810
Carmustine,Valrubicin,0.122654
Cobimetinib,Vorinostat,0.122546
Lomustine,Vorinostat,0.122473
Everolimus,Fruquintinib,0.122314
Ceritinib,Paclitaxel,0.121778
Carmustine,Tioguanine,0.121623
Dacomitinib,Selpercatinib,0.121329
Vinblastine,tepotinib,0.121160
Actinomycin D,Melphalan,0.120765
Methotrexate,Sotorasib,0.120758
Pralsetinib,Sotorasib,0.120561
Cisplatin,Idarubicin,0.120380
Carmustine,Selumetinib,0.120329
Abiraterone,Sotorasib,0.120292
Carboplatin,Epirubicin,0.120194
Fludarabine,Mercaptopurine,0.120159
Nilotinib,Oxaliplatin,0.120030
Pralsetinib,Uracil mustard,0.119894
Palbociclib,Tamoxifen,0.119702
Abemaciclib,Everolimus,0.119693
Abiraterone,Pemigatinib,0.119604
Oxaliplatin,Sotorasib,0.119463
Ixabepilone,Lomustine,0.119358
Dabrafenib,Sunitinib,0.118958
Epirubicin,Etoposide,0.118513
Ixabepilone,Trilaciclib,0.118153
Oxaliplatin,Teniposide,0.117519
Trilaciclib,Valrubicin,0.117363
Dacarbazine,Imatinib,0.116817
Lomustine,Mercaptopurine,0.116784
Pipobroman,Teniposide,0.116103
Lomustine,Methotrexate,0.115822
Paclitaxel,Vorinostat,0.115215
Daunorubicin,Uracil mustard,0.115185
Mitomycin,Uracil mustard,0.114768
Dacomitinib,Pralsetinib,0.114649
Encorafenib,Estramustine,0.114527
Carmustine,Cobimetinib,0.114498
Dexrazoxane,Uracil mustard,0.114142
Melphalan,Trifluridine,0.114121
Chlorambucil,Trifluridine,0.113678
Bleomycin,Chlorambucil,0.113618
Ceritinib,Nitrogen mustard,0.112921
Idelalisib,Pemigatinib,0.112810
Actinomycin D,Vorinostat,0.112695
Actinomycin D,Ixabepilone,0.112508
Mitoxantrone,Trifluridine,0.112390
Bleomycin,Mitoxantrone,0.112077
Cisplatin,Mitomycin,0.111656
Etoposide,Melphalan,0.111408
Lenvatinib,Zanubrutinib,0.111364
Carmustine,Palbociclib,0.111046
Idarubicin,Pemetrexed,0.110990
Cyclophosphamide,Venetoclax,0.110820
Abiraterone,Idelalisib,0.110073
Fluorouracil,Melphalan,0.109717
Chlorambucil,Hydroxyurea,0.109691
Dabrafenib,Raloxifene,0.109326
Crizotinib,Methotrexate,0.109243
Dacarbazine,Vorinostat,0.109123
Ixabepilone,Palbociclib,0.108930
Cyclophosphamide,Lomustine,0.108743
Nitrogen mustard,Pemetrexed,0.108592
Crizotinib,Mercaptopurine,0.108362
Idarubicin,umbralisib,0.108195
Fluorouracil,Idarubicin,0.108147
Everolimus,Idelalisib,0.107617
Docetaxel,Raloxifene,0.107204
Pipobroman,Valrubicin,0.107025
Carmustine,Fluorouracil,0.107006
Allopurinol,Dacarbazine,0.106454
Tioguanine,Uracil mustard,0.106195
Etoposide,Pipobroman,0.105942
Nitrogen mustard,umbralisib,0.105898
Dasatinib,Vandetanib,0.105819
Estramustine,Vemurafenib,0.105795
Estramustine,Trametinib,0.105660
Lomustine,Melphalan,0.105616
Darolutamide,Ribociclib,0.105444
Oxaliplatin,Trilaciclib,0.105335
Ixazomib,Venetoclax,0.105325
Arsenic trioxide,Paclitaxel,0.105274
Ifosfamide,Nitrogen mustard,0.105085
Ibrutinib,Vandetanib,0.105027
Binimetinib,Estramustine,0.104258
Methotrexate,Uracil mustard,0.103689
Cytarabine,Ifosfamide,0.103632
Carmustine,Melphalan,0.103555
Imatinib,Tioguanine,0.103296
Mitomycin,Pemetrexed,0.103055
Irinotecan,Melphalan,0.102769
Actinomycin D,Cisplatin,0.102549
Epirubicin,Ifosfamide,0.102428
Oxaliplatin,Uracil mustard,0.102385
Allopurinol,umbralisib,0.102128
Abiraterone,Vandetanib,0.102039
Imatinib,Ixabepilone,0.101985
Daunorubicin,Ifosfamide,0.101917
Mercaptopurine,Uracil mustard,0.101828
Duvelisib,Ibrutinib,0.101742
Dacarbazine,Ribociclib,0.101519
Cisplatin,Ifosfamide,0.101473
Carmustine,Chlorambucil,0.101172
Carboplatin,Valrubicin,0.100400
Cisplatin,Nilotinib,0.100173
Trilaciclib,tepotinib,0.100159
Duvelisib,Zoledronate,0.100066
Estramustine,Selumetinib,0.100038
Dexrazoxane,umbralisib,0.099980
Cisplatin,Raloxifene,0.099710
Dexrazoxane,Ifosfamide,0.099707
Fluorouracil,umbralisib,0.099383
Bleomycin,Epirubicin,0.099286
Paclitaxel,Selumetinib,0.098508
Cytarabine,Melphalan,0.098388
Cobimetinib,Estramustine,0.098335
Chlorambucil,Selpercatinib,0.098145
Ifosfamide,Melphalan,0.097973
Dabrafenib,Tamoxifen,0.097879
Actinomycin D,tepotinib,0.097707
Etoposide,Oxaliplatin,0.097243
Crizotinib,Venetoclax,0.096695
Mitoxantrone,Selpercatinib,0.096604
Docetaxel,Tamoxifen,0.096565
Mercaptopurine,Palbociclib,0.096486
Lomustine,Tioguanine,0.096252
Idarubicin,Pipobroman,0.096001
Paclitaxel,Palbociclib,0.095601
Cobimetinib,Paclitaxel,0.095352
Erlotinib,Idelalisib,0.095200
Cisplatin,Crizotinib,0.095143
Cyclophosphamide,Mitoxantrone,0.095016
Nilotinib,tepotinib,0.094754
Belinostat,Ribociclib,0.094464
Tioguanine,umbralisib,0.094425
Raloxifene,tepotinib,0.094178
Chlorambucil,Pralsetinib,0.094146
Fruquintinib,Zanubrutinib,0.094064
Palbociclib,Pemetrexed,0.094038
Chlorambucil,Daunorubicin,0.093677
Nitrogen mustard,Pipobroman,0.093656
Arsenic trioxide,Duvelisib,0.093600
Ifosfamide,Imatinib,0.093431
Erlotinib,Fruquintinib,0.093189
Dexrazoxane,Melphalan,0.093077
Crizotinib,Ixabepilone,0.092670
Chlorambucil,Dexrazoxane,0.092634
Mitoxantrone,Pralsetinib,0.092605
Darolutamide,Vorinostat,0.092516
Ifosfamide,Pipobroman,0.092506
Daunorubicin,Mitoxantrone,0.092390
Dabrafenib,Estramustine,0.092261
Dexrazoxane,Fluorouracil,0.092163
Mitomycin,Mitoxantrone,0.091973
Palbociclib,umbralisib,0.091954
Nilotinib,Tioguanine,0.091933
Carfilzomib,Ribociclib,0.091815
Gemcitabine,Idarubicin,0.091704
Teniposide,Trifluridine,0.091694
Actinomycin D,Methotrexate,0.091419
Carmustine,Duvelisib,0.091407
Dexrazoxane,Mitoxantrone,0.091347
Cisplatin,Lomustine,0.090382
Vorinostat,tepotinib,0.090348
Mercaptopurine,umbralisib,0.090058
Methotrexate,Selumetinib,0.089592
Abiraterone,Duvelisib,0.089383
Dexrazoxane,Mercaptopurine,0.088918
Carmustine,Cisplatin,0.088726
Ceritinib,Trilaciclib,0.088389
Abiraterone,Erlotinib,0.088151
Abemaciclib,Pralsetinib,0.088007
Dexrazoxane,Pipobroman,0.087611
Etoposide,Hydroxyurea,0.087396
Bleomycin,Teniposide,0.087300
Daunorubicin,Lomustine,0.085961
Estramustine,Trilaciclib,0.085817
Erlotinib,Zoledronate,0.085269
Chlorambucil,Tioguanine,0.085138
Lomustine,Mitoxantrone,0.085129
Darolutamide,Nilotinib,0.084900
Cobimetinib,Methotrexate,0.084842
Idarubicin,Palbociclib,0.084743
Darolutamide,Ifosfamide,0.084592
Carfilzomib,Irinotecan,0.084490
Methotrexate,Trilaciclib,0.084482
Dabrafenib,Paclitaxel,0.084103
Dacarbazine,Darolutamide,0.084050
Cyclophosphamide,Epirubicin,0.083938
Epirubicin,Selpercatinib,0.083814
Tioguanine,Vorinostat,0.083625
Tioguanine,tepotinib,0.083504
Raloxifene,Trilaciclib,0.083424
Arsenic trioxide,tepotinib,0.083049
Hydroxyurea,Idarubicin,0.083003
Gemcitabine,Mitomycin,0.082981
Trifluridine,Valrubicin,0.082616
Lomustine,tepotinib,0.082580
Mercaptopurine,Raloxifene,0.082279
Chlorambucil,Methotrexate,0.082181
Carmustine,Daunorubicin,0.082008
Vinblastine,Vorinostat,0.082003
Actinomycin D,Carboplatin,0.081658
Etoposide,Trifluridine,0.081533
Ifosfamide,Tioguanine,0.081234
Darolutamide,Dexrazoxane,0.080988
Methotrexate,Mitoxantrone,0.080894
Chlorambucil,Oxaliplatin,0.080877
Ifosfamide,Methotrexate,0.080804
Chlorambucil,Mercaptopurine,0.080771
Allopurinol,Darolutamide,0.080615
Carboplatin,Ifosfamide,0.080582
Arsenic trioxide,Estramustine,0.080352
Arsenic trioxide,Dexrazoxane,0.080006
Cyclophosphamide,Ifosfamide,0.079984
Estramustine,Lomustine,0.079954
Epirubicin,Pralsetinib,0.079814
Mitoxantrone,Oxaliplatin,0.079590
Binimetinib,Crizotinib,0.079536
Carfilzomib,Ceritinib,0.079160
Dexrazoxane,Lomustine,0.079152
Idarubicin,Teniposide,0.079041
Arsenic trioxide,Tamoxifen,0.078838
Fruquintinib,Ibrutinib,0.078833
Carboplatin,Raloxifene,0.078819
Tamoxifen,Vemurafenib,0.078455
Allopurinol,Nitrogen mustard,0.078358
Belinostat,Nitrogen mustard,0.078244
Carmustine,Estramustine,0.078210
Mercaptopurine,tepotinib,0.078075
Methotrexate,tepotinib,0.077688
Arsenic trioxide,Oxaliplatin,0.077610
Darolutamide,Tamoxifen,0.077503
Cyclophosphamide,Trilaciclib,0.077459
Dabrafenib,Dacarbazine,0.077273
Belinostat,Tamoxifen,0.077056
Crizotinib,Tioguanine,0.076857
Bleomycin,Valrubicin,0.076432
Cytarabine,Teniposide,0.075961
Carmustine,Dexrazoxane,0.075406
Everolimus,Zanubrutinib,0.075404
Daunorubicin,Vinblastine,0.075204
Tioguanine,Vinblastine,0.075159
Darolutamide,Trilaciclib,0.075157
Bleomycin,Etoposide,0.075135
Belinostat,Ceritinib,0.074880
Carmustine,Teniposide,0.074854
Carfilzomib,Daunorubicin,0.074812
Mitomycin,Vinblastine,0.074747
Nilotinib,Ribociclib,0.074600
Carboplatin,Crizotinib,0.074252
Raloxifene,Ribociclib,0.074081
Selumetinib,Vinblastine,0.073556
Actinomycin D,Ribociclib,0.073413
Actinomycin D,Dexrazoxane,0.073341
Raloxifene,Teniposide,0.073181
Darolutamide,Tioguanine,0.072274
Belinostat,Dexrazoxane,0.072213
Darolutamide,Palbociclib,0.071998
Cobimetinib,Vinblastine,0.071961
Belinostat,Lomustine,0.071900
Selpercatinib,Teniposide,0.071827
Mercaptopurine,Tamoxifen,0.071036
Binimetinib,tepotinib,0.070875
Dexrazoxane,Teniposide,0.070651
Nitrogen mustard,Ribociclib,0.070344
Carfilzomib,Raloxifene,0.069555
Allopurinol,Dexrazoxane,0.068960
Ifosfamide,Trifluridine,0.068097
Pralsetinib,Teniposide,0.067828
Darolutamide,Mercaptopurine,0.067546
Ifosfamide,Trilaciclib,0.067276
Ceritinib,Ribociclib,0.066981
Dacarbazine,Irinotecan,0.066707
Darolutamide,Oxaliplatin,0.066704
Etoposide,Nitrogen mustard,0.066534
Cyclophosphamide,Etoposide,0.066483
Dasatinib,Neratinib,0.066225
Dabrafenib,Vinblastine,0.066171
Idelalisib,Zoledronate,0.066015
Cytarabine,Etoposide,0.065800
Dexrazoxane,Methotrexate,0.065741
Actinomycin D,Dacarbazine,0.065228
Hydroxyurea,Ifosfamide,0.065066
Palbociclib,Selumetinib,0.064938
Carfilzomib,Tamoxifen,0.064711
Raloxifene,Valrubicin,0.064173
Dabrafenib,Methotrexate,0.064150
Arsenic trioxide,Ribociclib,0.064055
Dabrafenib,Oxaliplatin,0.063793
Lomustine,Ribociclib,0.063633
Dexrazoxane,Trifluridine,0.063202
Carmustine,Etoposide,0.062690
Neratinib,Selpercatinib,0.062428
Palbociclib,Teniposide,0.061975
Cobimetinib,Palbociclib,0.061783
Dacarbazine,Raloxifene,0.061698
Dexrazoxane,Valrubicin,0.061573
Hydroxyurea,Trilaciclib,0.061527
Dacarbazine,Trilaciclib,0.061403
Selpercatinib,Valrubicin,0.060959
Dexrazoxane,Etoposide,0.060490
Etoposide,Trilaciclib,0.060353
Etoposide,Selpercatinib,0.059662
Arsenic trioxide,Idelalisib,0.059548
Neratinib,Pralsetinib,0.059147
Bleomycin,Ifosfamide,0.059050
Fruquintinib,Idelalisib,0.057367
Carmustine,Idelalisib,0.057356
Actinomycin D,Ceritinib,0.057213
Erlotinib,Lenvatinib,0.057104
Pralsetinib,Valrubicin,0.056960
Ifosfamide,Ixabepilone,0.056904
Arsenic trioxide,Methotrexate,0.056724
Oxaliplatin,Selumetinib,0.056369
Allopurinol,Palbociclib,0.056214
Palbociclib,Trifluridine,0.056210
Dacarbazine,Mitomycin,0.056150
Dacarbazine,Tamoxifen,0.055857
Etoposide,Pralsetinib,0.055663
Idarubicin,Ifosfamide,0.055444
Fluorouracil,Tamoxifen,0.055025
Abiraterone,Arsenic trioxide,0.054399
Idelalisib,Selpercatinib,0.054103
Etoposide,Lomustine,0.054008
Dacarbazine,Paclitaxel,0.053426
Cobimetinib,Oxaliplatin,0.053214
Cyclophosphamide,Vorinostat,0.053144
Palbociclib,Valrubicin,0.052967
Actinomycin D,Tioguanine,0.051706
Allopurinol,Nilotinib,0.051664
Encorafenib,Nilotinib,0.051536
Arsenic trioxide,Irinotecan,0.051252
Arsenic trioxide,Dacarbazine,0.050569
Dabrafenib,Palbociclib,0.050534
Dexrazoxane,Nilotinib,0.050144
Actinomycin D,Selumetinib,0.050104
Etoposide,Methotrexate,0.050037
Abiraterone,Brigatinib,0.049937
Afatinib,Dasatinib,0.049897
Ceritinib,Tioguanine,0.049847
Dexrazoxane,Raloxifene,0.049625
Ifosfamide,Nilotinib,0.049561
Dacarbazine,Selumetinib,0.049422
Ceritinib,Trametinib,0.048655
Actinomycin D,Cobimetinib,0.048508
Ixazomib,Vemurafenib,0.048344
Ixazomib,Trametinib,0.048243
Raloxifene,Tioguanine,0.048177
Cyclophosphamide,Dacarbazine,0.047961
Idarubicin,Mercaptopurine,0.047954
Cobimetinib,Dacarbazine,0.047827
Allopurinol,Vorinostat,0.047762
Dacarbazine,Ixabepilone,0.047737
Ifosfamide,Mitomycin,0.047680
Cytarabine,Dexrazoxane,0.047469
Binimetinib,Ceritinib,0.047410
Binimetinib,Ixazomib,0.047186
Crizotinib,Nitrogen mustard,0.046527
Afatinib,Selpercatinib,0.046100
Ixabepilone,Trametinib,0.045644
Encorafenib,Vorinostat,0.045292
Cyclophosphamide,Raloxifene,0.045192
Crizotinib,Encorafenib,0.044961
Irinotecan,Palbociclib,0.044609
Nilotinib,Vemurafenib,0.044595
Binimetinib,Ixabepilone,0.044399
Nilotinib,Trilaciclib,0.044313
Crizotinib,Docetaxel,0.044099
Ixazomib,Selumetinib,0.044008
Arsenic trioxide,Vorinostat,0.043891
Crizotinib,Trametinib,0.043758
Tamoxifen,Trametinib,0.043603
Ifosfamide,Selpercatinib,0.043578
Bleomycin,Carmustine,0.043463
Ceritinib,Lomustine,0.043224
Afatinib,Pralsetinib,0.042819
Nitrogen mustard,Trilaciclib,0.042788
Dexrazoxane,Mitomycin,0.042785
Cobimetinib,Ixazomib,0.042725
Cyclophosphamide,Ixabepilone,0.042582
Binimetinib,Tamoxifen,0.042358
Tamoxifen,Tioguanine,0.042335
Lomustine,Mitomycin,0.042330
Nitrogen mustard,Tioguanine,0.041638
Arsenic trioxide,Daunorubicin,0.041574
Carmustine,Ceritinib,0.041320
Ixabepilone,Selumetinib,0.040654
Carmustine,Mitomycin,0.040361
Abiraterone,Ibrutinib,0.039960
Ifosfamide,Pralsetinib,0.039578
Cobimetinib,Ixabepilone,0.039142
Vemurafenib,Vorinostat,0.038715
Abiraterone,Encorafenib,0.038339
Crizotinib,Vemurafenib,0.038211
Arsenic trioxide,Zoledronate,0.038208
Arsenic trioxide,Tioguanine,0.037048
Ixabepilone,Tioguanine,0.036610
Ifosfamide,Mercaptopurine,0.036146
Carmustine,Zoledronate,0.036016
Palbociclib,Tioguanine,0.036008
Selumetinib,Tioguanine,0.035900
Daunorubicin,Palbociclib,0.035771
Arsenic trioxide,Selumetinib,0.035445
Mitomycin,Palbociclib,0.035345
Lomustine,Selumetinib,0.034976
Cobimetinib,Tioguanine,0.034305
Cyclophosphamide,Palbociclib,0.033986
Arsenic trioxide,Cobimetinib,0.033850
Arsenic trioxide,Trilaciclib,0.033768
Cobimetinib,Lomustine,0.033381
Lomustine,Trilaciclib,0.033345
Fruquintinib,Trilaciclib,0.031992
Arsenic trioxide,Mercaptopurine,0.031619
Abiraterone,Vemurafenib,0.031239
Mitomycin,Oxaliplatin,0.031028
Abiraterone,Trilaciclib,0.030763
Arsenic trioxide,Palbociclib,0.030609
Mercaptopurine,Selumetinib,0.030471
Lomustine,Palbociclib,0.030186
Abiraterone,Binimetinib,0.029989
Cobimetinib,Mercaptopurine,0.028876
Carmustine,Selpercatinib,0.027990
Abiraterone,Selumetinib,0.026558
Abiraterone,Carmustine,0.025333
Abiraterone,Cobimetinib,0.025173
Carmustine,Pralsetinib,0.023991
Dabrafenib,Mercaptopurine,0.023153
