drugA,drugB,B_ACC
Hydroxyurea,Nitrogen mustard,0.187362
Nitrogen mustard,Teniposide,0.187139
Ifosfamide,Triethylenemelamine,0.187013
Pipobroman,Teniposide,0.186953
Cobimetinib,Crizotinib,0.186541
Ibrutinib,Lenvatinib,0.186456
Asciminib,Crizotinib,0.186443
Cyclophosphamide,Daunorubicin,0.186217
Asciminib,Vorinostat,0.185844
Bleomycin,Brigatinib,0.185829
Cobimetinib,tepotinib,0.185744
Crizotinib,Dacarbazine,0.185507
Dexrazoxane,Thiotepa,0.185343
Asciminib,Tamoxifen,0.185281
Methotrexate,Tamoxifen,0.185195
Ixabepilone,Nilotinib,0.185194
Arsenic trioxide,Selinexor,0.185080
Dexrazoxane,Triethylenemelamine,0.184463
Cisplatin,Gemcitabine,0.183966
Docetaxel,Hydroxyurea,0.183903
Cyclophosphamide,Trifluridine,0.183760
Cytarabine,Valrubicin,0.183235
Pralsetinib,Vandetanib,0.182733
Gemcitabine,Melphalan,0.182564
Chlorambucil,Gemcitabine,0.182447
Abemaciclib,Palbociclib,0.182183
Lomustine,Selinexor,0.182082
Erlotinib,Everolimus,0.181818
Bleomycin,Lenvatinib,0.181787
Encorafenib,Sunitinib,0.181024
Carmustine,Selinexor,0.180669
Irinotecan,Lomustine,0.180451
Cisplatin,Uracil mustard,0.180152
Belinostat,Mercaptopurine,0.179772
Ifosfamide,Teniposide,0.179514
Belinostat,Methotrexate,0.179510
Brigatinib,Sotorasib,0.178201
Dacarbazine,Vinblastine,0.177629
Actinomycin D,Arsenic trioxide,0.177311
Dacomitinib,Sonidegib,0.177145
Asciminib,Lomustine,0.177125
Cytarabine,Mercaptopurine,0.176746
Cytarabine,Idarubicin,0.176267
Oxaliplatin,Valrubicin,0.176244
Cladribine,Dabrafenib,0.176143
Carmustine,Irinotecan,0.176111
Raloxifene,Vinblastine,0.175860
Asciminib,Mercaptopurine,0.175751
Asciminib,Carmustine,0.175670
Methotrexate,Thiotepa,0.175340
Crizotinib,Etoposide,0.175166
Oxaliplatin,Ribociclib,0.174744
Methotrexate,Triethylenemelamine,0.174460
Idarubicin,Valrubicin,0.174205
Imatinib,tepotinib,0.173870
Asciminib,Oxaliplatin,0.173505
Oxaliplatin,Thiotepa,0.173295
Cisplatin,Imatinib,0.173164
Imatinib,Paclitaxel,0.172778
Mercaptopurine,Vorinostat,0.172677
Estramustine,Fruquintinib,0.172490
Oxaliplatin,Triethylenemelamine,0.172416
Pipobroman,Valrubicin,0.171951
Irinotecan,Valrubicin,0.171485
Carboplatin,Epirubicin,0.171193
Sunitinib,Trametinib,0.171060
Cytarabine,Oxaliplatin,0.170714
Carmustine,Tioguanine,0.170454
Ixabepilone,Mercaptopurine,0.170288
Epirubicin,Etoposide,0.170036
Binimetinib,Sunitinib,0.169998
Venetoclax,tepotinib,0.169076
Bleomycin,Idelalisib,0.168601
Idarubicin,Pipobroman,0.168540
Dexrazoxane,Ribociclib,0.168500
Carfilzomib,Dexrazoxane,0.168406
Epirubicin,Teniposide,0.168011
Trifluridine,Uracil mustard,0.168008
Palbociclib,Vorinostat,0.167998
Carfilzomib,Crizotinib,0.167841
Actinomycin D,Mercaptopurine,0.167496
Ixabepilone,Lomustine,0.166944
Selumetinib,Sunitinib,0.166608
Carmustine,Mercaptopurine,0.166215
Ceritinib,Oxaliplatin,0.166130
Mitomycin,Valrubicin,0.165822
Crizotinib,Dabrafenib,0.165415
Cobimetinib,Sunitinib,0.165250
Brigatinib,Erdafitinib,0.165154
Ifosfamide,Vinblastine,0.165063
Crizotinib,Dexrazoxane,0.164876
Cytarabine,Paclitaxel,0.164684
Methotrexate,Raloxifene,0.164057
Actinomycin D,Oxaliplatin,0.163767
Abiraterone,Zanubrutinib,0.163733
Erlotinib,Sotorasib,0.163703
Ceritinib,Mercaptopurine,0.163683
Allopurinol,Neratinib,0.163326
Teniposide,Trilaciclib,0.163261
Arsenic trioxide,Nilotinib,0.163102
Docetaxel,Ixabepilone,0.162783
Methotrexate,Nilotinib,0.162741
Brigatinib,Zanubrutinib,0.162580
Ixazomib,Venetoclax,0.162188
Tamoxifen,Vinblastine,0.161481
Melphalan,Mitoxantrone,0.161044
Methotrexate,Palbociclib,0.160923
Docetaxel,Mercaptopurine,0.160645
Dabrafenib,Sunitinib,0.160226
Hydroxyurea,Uracil mustard,0.159640
Ceritinib,Nilotinib,0.159176
Carboplatin,Imatinib,0.158846
Ceritinib,Raloxifene,0.158778
Darolutamide,Venetoclax,0.158506
Darolutamide,Lomustine,0.158334
Crizotinib,Paclitaxel,0.158314
Nitrogen mustard,Pipobroman,0.157914
Ibrutinib,Sonidegib,0.157662
Methotrexate,Teniposide,0.157452
Irinotecan,Paclitaxel,0.157327
Cyclophosphamide,Tioguanine,0.156374
Actinomycin D,Idarubicin,0.156306
Ifosfamide,Pipobroman,0.156243
Bleomycin,Erlotinib,0.155088
Raloxifene,Venetoclax,0.154139
Actinomycin D,Ixabepilone,0.153821
Dexrazoxane,Pipobroman,0.153693
Fluorouracil,Idarubicin,0.153247
Cytarabine,Docetaxel,0.153062
Docetaxel,Methotrexate,0.152838
Brigatinib,Ibrutinib,0.151991
Imatinib,Vinblastine,0.151601
Dacarbazine,Lomustine,0.151589
Etoposide,Oxaliplatin,0.150614
Arsenic trioxide,Ixazomib,0.150583
Daunorubicin,Mercaptopurine,0.150453
Melphalan,Trifluridine,0.150249
Chlorambucil,Trifluridine,0.150136
Crizotinib,Trilaciclib,0.150050
Mitoxantrone,Trifluridine,0.149798
Cytarabine,Fluorouracil,0.149489
Carboplatin,Mitoxantrone,0.149144
Ifosfamide,Valrubicin,0.148908
Carmustine,Vorinostat,0.148543
Hydroxyurea,Melphalan,0.147974
Cytarabine,Ifosfamide,0.147684
Fluorouracil,Mercaptopurine,0.147485
Fludarabine,Tioguanine,0.147278
Carmustine,Methotrexate,0.147272
Dacarbazine,Methotrexate,0.147164
Carmustine,Cyclophosphamide,0.146833
Oxaliplatin,Teniposide,0.146721
Abemaciclib,Idelalisib,0.146436
Dexrazoxane,Trilaciclib,0.146215
Crizotinib,Palbociclib,0.145899
Daunorubicin,Paclitaxel,0.145872
Dacomitinib,Dasatinib,0.145764
Mercaptopurine,Vinblastine,0.145385
Everolimus,Lenvatinib,0.144769
Actinomycin D,Mitomycin,0.144681
Selumetinib,Tamoxifen,0.144328
Ribociclib,tepotinib,0.144237
Fluorouracil,Paclitaxel,0.144180
Ceritinib,Vorinostat,0.143802
Erdafitinib,Zoledronate,0.143630
Methotrexate,Vinblastine,0.143430
Pemigatinib,Zoledronate,0.143425
Everolimus,Zoledronate,0.143022
Carfilzomib,Oxaliplatin,0.142737
Arsenic trioxide,Sotorasib,0.142249
Fluorouracil,Irinotecan,0.142132
Etoposide,Melphalan,0.142046
Chlorambucil,Hydroxyurea,0.141844
Gemcitabine,Idarubicin,0.141753
Abemaciclib,Pemigatinib,0.141131
Belinostat,Ribociclib,0.141107
Docetaxel,Raloxifene,0.140794
Allopurinol,Methotrexate,0.140584
Imatinib,Palbociclib,0.140558
Cobimetinib,Tamoxifen,0.139932
Fludarabine,Methotrexate,0.139871
Fluorouracil,Trilaciclib,0.139767
Lomustine,Sotorasib,0.139243
Lomustine,Mercaptopurine,0.139103
Lomustine,Methotrexate,0.138637
Cyclophosphamide,Cytarabine,0.138519
Methotrexate,Sotorasib,0.137760
Carboplatin,Darolutamide,0.137733
Fludarabine,Mercaptopurine,0.137709
Lenvatinib,Zanubrutinib,0.137077
Dacomitinib,Vandetanib,0.136948
Dasatinib,Pemigatinib,0.136829
Bleomycin,Epirubicin,0.136690
Abemaciclib,Everolimus,0.136427
Ixabepilone,Ribociclib,0.136378
Dacomitinib,Duvelisib,0.136176
Epirubicin,Ifosfamide,0.136069
Ceritinib,Nitrogen mustard,0.135840
Idarubicin,umbralisib,0.135814
Palbociclib,Venetoclax,0.135805
Gemcitabine,Mitomycin,0.135769
Oxaliplatin,Sotorasib,0.135718
Dabrafenib,Ixabepilone,0.135079
Lomustine,Vorinostat,0.134791
Crizotinib,Idarubicin,0.134618
Carmustine,Trilaciclib,0.134277
Dacomitinib,Selpercatinib,0.134261
Daunorubicin,Docetaxel,0.134250
Abiraterone,Sotorasib,0.133893
Daunorubicin,Uracil mustard,0.133826
Vinblastine,tepotinib,0.133780
Mitomycin,Uracil mustard,0.133607
Crizotinib,Mercaptopurine,0.133549
Allopurinol,Dacarbazine,0.133105
Trilaciclib,Valrubicin,0.132994
Fluorouracil,Ribociclib,0.132872
Bleomycin,Uracil mustard,0.132868
Arsenic trioxide,Paclitaxel,0.132833
Docetaxel,Fluorouracil,0.132558
Dabrafenib,Imatinib,0.132557
Lomustine,Tioguanine,0.132042
Imatinib,Ixabepilone,0.131916
Cyclophosphamide,Epirubicin,0.131725
Actinomycin D,Vorinostat,0.131687
Cyclophosphamide,Irinotecan,0.131162
Etoposide,Trifluridine,0.130801
Duvelisib,Everolimus,0.130767
Daunorubicin,Fluorouracil,0.130677
Crizotinib,Ixabepilone,0.130606
Pralsetinib,Sotorasib,0.130576
Abiraterone,Idelalisib,0.130005
Daunorubicin,Ifosfamide,0.129469
Fluorouracil,umbralisib,0.129321
Dacarbazine,Imatinib,0.128921
Allopurinol,umbralisib,0.128860
Teniposide,Trifluridine,0.128853
Cyclophosphamide,Mercaptopurine,0.128753
Everolimus,Vandetanib,0.128719
Erdafitinib,Idelalisib,0.128225
Vandetanib,Zanubrutinib,0.127259
Abiraterone,Erdafitinib,0.127183
Dabrafenib,Fluorouracil,0.126813
Afatinib,Allopurinol,0.126540
Docetaxel,Tamoxifen,0.126430
Cisplatin,Idarubicin,0.126146
Methotrexate,Valrubicin,0.126141
Cytarabine,Melphalan,0.126106
Cyclophosphamide,Venetoclax,0.125990
Carboplatin,Docetaxel,0.125606
Etoposide,Hydroxyurea,0.125467
Nitrogen mustard,umbralisib,0.125233
Dacomitinib,Pralsetinib,0.125069
Carmustine,Valrubicin,0.124635
Dexrazoxane,Uracil mustard,0.124598
Abiraterone,Pemigatinib,0.124103
Ceritinib,Selumetinib,0.124065
Tioguanine,Uracil mustard,0.123820
Dexrazoxane,Fluorouracil,0.123702
Actinomycin D,Melphalan,0.123566
Crizotinib,Daunorubicin,0.123429
Crizotinib,Mitomycin,0.122993
Everolimus,Fruquintinib,0.122912
Imatinib,Tioguanine,0.122830
Trilaciclib,Vorinostat,0.122490
Ceritinib,Methotrexate,0.122277
Irinotecan,Melphalan,0.122180
Ceritinib,Cobimetinib,0.121034
Dexrazoxane,umbralisib,0.121031
Crizotinib,Venetoclax,0.120964
Ribociclib,Vorinostat,0.120795
Tioguanine,umbralisib,0.120784
Nilotinib,Tioguanine,0.120655
Cisplatin,Mitomycin,0.120163
Ifosfamide,Imatinib,0.119917
Darolutamide,Ribociclib,0.119911
Belinostat,Ceritinib,0.119883
Epirubicin,Selpercatinib,0.119536
Fluorouracil,Melphalan,0.119534
Carmustine,Uracil mustard,0.119259
Actinomycin D,Cisplatin,0.119155
Dacarbazine,Vorinostat,0.118972
Bleomycin,Vandetanib,0.118725
Ceritinib,Trilaciclib,0.118168
Cyclophosphamide,Fluorouracil,0.118015
Ifosfamide,Nitrogen mustard,0.117655
Ibrutinib,Idelalisib,0.117614
Ibrutinib,Vandetanib,0.117454
Actinomycin D,tepotinib,0.117233
Idarubicin,Palbociclib,0.116844
Nilotinib,Selumetinib,0.116832
Duvelisib,Ibrutinib,0.116683
Docetaxel,Tioguanine,0.116492
Raloxifene,Selumetinib,0.116430
Chlorambucil,Daunorubicin,0.115953
Nilotinib,Palbociclib,0.115770
Selpercatinib,Uracil mustard,0.115714
Daunorubicin,Mitoxantrone,0.115616
Mitomycin,Mitoxantrone,0.115397
Fruquintinib,Zanubrutinib,0.115266
Erlotinib,Fruquintinib,0.114947
Epirubicin,Pralsetinib,0.114755
Daunorubicin,Tioguanine,0.114611
Methotrexate,Uracil mustard,0.114594
Cisplatin,Nilotinib,0.114351
Bleomycin,Chlorambucil,0.114278
Mercaptopurine,Uracil mustard,0.114251
Cisplatin,Raloxifene,0.114180
Belinostat,Nitrogen mustard,0.114073
Bleomycin,Mitoxantrone,0.113927
Trifluridine,Valrubicin,0.113851
Cobimetinib,Nilotinib,0.113784
Cobimetinib,Raloxifene,0.113383
Carboplatin,Valrubicin,0.112927
Fluorouracil,Tioguanine,0.112919
Oxaliplatin,Uracil mustard,0.112550
Palbociclib,umbralisib,0.112454
Arsenic trioxide,Cyclophosphamide,0.112214
Nilotinib,tepotinib,0.112196
Raloxifene,tepotinib,0.112016
Actinomycin D,Methotrexate,0.111912
Belinostat,Tamoxifen,0.111349
Carfilzomib,Ribociclib,0.111250
Mercaptopurine,umbralisib,0.111215
Pralsetinib,Uracil mustard,0.110933
Dexrazoxane,Ifosfamide,0.110789
Cisplatin,Ifosfamide,0.110284
Belinostat,Dexrazoxane,0.109855
Cyclophosphamide,Mitoxantrone,0.109676
Daunorubicin,Lomustine,0.109421
Ifosfamide,Melphalan,0.109388
Raloxifene,Trilaciclib,0.109224
Abiraterone,Erlotinib,0.108718
Ifosfamide,Tioguanine,0.108559
Mercaptopurine,Palbociclib,0.108333
Cisplatin,Crizotinib,0.108311
Nilotinib,Oxaliplatin,0.108126
Idelalisib,Pemigatinib,0.107388
Crizotinib,Tioguanine,0.107155
Tioguanine,Vorinostat,0.106956
Encorafenib,Estramustine,0.106943
Dexrazoxane,Melphalan,0.106839
Chlorambucil,Dexrazoxane,0.106725
Cytarabine,Etoposide,0.106657
Hydroxyurea,Idarubicin,0.106654
Carmustine,Daunorubicin,0.106485
Duvelisib,Zoledronate,0.106459
Dexrazoxane,Mitoxantrone,0.106388
Methotrexate,Ribociclib,0.106336
Chlorambucil,Tioguanine,0.106023
Vorinostat,tepotinib,0.105252
Arsenic trioxide,Oxaliplatin,0.105196
Trilaciclib,tepotinib,0.105154
Tioguanine,tepotinib,0.105010
Actinomycin D,Carboplatin,0.104837
Cytarabine,Teniposide,0.104710
Dasatinib,Vandetanib,0.103715
Belinostat,Lomustine,0.103250
Arsenic trioxide,Duvelisib,0.102894
Lomustine,Melphalan,0.102700
Everolimus,Idelalisib,0.102684
Cyclophosphamide,Lomustine,0.101840
Selumetinib,Vorinostat,0.101333
Abemaciclib,Pralsetinib,0.101286
Carmustine,Melphalan,0.101218
Ceritinib,Paclitaxel,0.101173
Cyclophosphamide,Trilaciclib,0.101143
Fruquintinib,Ibrutinib,0.101041
Mercaptopurine,Raloxifene,0.100976
Palbociclib,Tamoxifen,0.100975
Carmustine,Chlorambucil,0.100669
Idarubicin,Teniposide,0.100289
Dabrafenib,Raloxifene,0.099983
Carboplatin,Raloxifene,0.099862
Crizotinib,Methotrexate,0.099625
Arsenic trioxide,tepotinib,0.099517
Erlotinib,Idelalisib,0.099396
Cisplatin,Lomustine,0.099264
Carmustine,Duvelisib,0.098414
Cobimetinib,Vorinostat,0.098286
Ifosfamide,Trifluridine,0.098143
Lomustine,Mitoxantrone,0.097920
Carmustine,Cisplatin,0.097851
Abiraterone,Vandetanib,0.097430
Dacarbazine,Ribociclib,0.097228
Chlorambucil,Selpercatinib,0.097124
Nilotinib,Paclitaxel,0.096800
Estramustine,Vemurafenib,0.096792
Mitoxantrone,Selpercatinib,0.096774
Estramustine,Trametinib,0.096761
Chlorambucil,Methotrexate,0.096722
Carfilzomib,Irinotecan,0.096667
Chlorambucil,Mercaptopurine,0.096454
Methotrexate,Mitoxantrone,0.096384
Lomustine,tepotinib,0.096374
Binimetinib,Crizotinib,0.096188
Carboplatin,Ifosfamide,0.095966
Actinomycin D,Ribociclib,0.095718
Binimetinib,Estramustine,0.095676
Dexrazoxane,Trifluridine,0.095593
Binimetinib,tepotinib,0.095488
Arsenic trioxide,Dexrazoxane,0.095396
Allopurinol,Darolutamide,0.095347
Mercaptopurine,tepotinib,0.094975
Arsenic trioxide,Tamoxifen,0.094952
Methotrexate,tepotinib,0.094823
Darolutamide,Nilotinib,0.094794
Chlorambucil,Oxaliplatin,0.094677
Abiraterone,Duvelisib,0.094630
Mitoxantrone,Oxaliplatin,0.094340
Bleomycin,Etoposide,0.094168
Carboplatin,Crizotinib,0.093993
Ceritinib,Ribociclib,0.093439
Dacarbazine,Darolutamide,0.093041
Dasatinib,Neratinib,0.092858
Estramustine,Trilaciclib,0.092766
Chlorambucil,Pralsetinib,0.092344
Estramustine,Selumetinib,0.092211
Bleomycin,Teniposide,0.092142
Mitoxantrone,Pralsetinib,0.091993
Carfilzomib,Ceritinib,0.091899
Nilotinib,Ribociclib,0.091853
Raloxifene,Teniposide,0.091762
Raloxifene,Ribociclib,0.091678
Etoposide,Nitrogen mustard,0.091611
Cyclophosphamide,Etoposide,0.091577
Ifosfamide,Methotrexate,0.091348
Dexrazoxane,Mercaptopurine,0.091336
Cobimetinib,Estramustine,0.090824
Darolutamide,Vorinostat,0.090769
Arsenic trioxide,Estramustine,0.090664
Daunorubicin,Vinblastine,0.090492
Carfilzomib,Daunorubicin,0.090406
Mitomycin,Vinblastine,0.090269
Darolutamide,Ifosfamide,0.090224
Hydroxyurea,Ifosfamide,0.090072
Ixazomib,Vemurafenib,0.090033
Ixazomib,Trametinib,0.090004
Dexrazoxane,Lomustine,0.089244
Binimetinib,Ixazomib,0.088986
Paclitaxel,Vorinostat,0.088246
Darolutamide,Dexrazoxane,0.088029
Dabrafenib,Dacarbazine,0.087896
Estramustine,Lomustine,0.087634
Nitrogen mustard,Ribociclib,0.087629
Dexrazoxane,Etoposide,0.087390
Palbociclib,Trifluridine,0.087368
Oxaliplatin,Trilaciclib,0.087157
Darolutamide,Tioguanine,0.087137
Neratinib,Selpercatinib,0.087127
Darolutamide,Tamoxifen,0.087062
Everolimus,Zanubrutinib,0.086757
Mercaptopurine,Tamoxifen,0.086432
Carmustine,Dexrazoxane,0.086343
Allopurinol,Oxaliplatin,0.086245
Carmustine,Estramustine,0.086206
Ixazomib,Selumetinib,0.085734
Dabrafenib,Estramustine,0.085689
Carfilzomib,Raloxifene,0.085666
Dexrazoxane,Teniposide,0.085443
Dabrafenib,Tamoxifen,0.085254
Dexrazoxane,Methotrexate,0.084989
Hydroxyurea,Trilaciclib,0.084979
Ixabepilone,Trilaciclib,0.084564
Etoposide,Trilaciclib,0.084451
Cobimetinib,Ixazomib,0.084432
Carmustine,Selumetinib,0.083840
Cyclophosphamide,Methotrexate,0.083669
Darolutamide,Trilaciclib,0.083419
Carmustine,Palbociclib,0.082987
Vinblastine,Vorinostat,0.082982
Tioguanine,Vinblastine,0.082740
Neratinib,Pralsetinib,0.082547
Carmustine,Cobimetinib,0.080573
Carmustine,Etoposide,0.080559
Cyclophosphamide,Oxaliplatin,0.079838
Arsenic trioxide,Ribociclib,0.079473
Darolutamide,Palbociclib,0.079247
Etoposide,Lomustine,0.078858
Ixabepilone,Palbociclib,0.078640
Carfilzomib,Tamoxifen,0.078626
Carmustine,Teniposide,0.078534
Methotrexate,Selumetinib,0.078058
Darolutamide,Mercaptopurine,0.077410
Etoposide,Methotrexate,0.077387
Paclitaxel,Palbociclib,0.077187
Paclitaxel,Selumetinib,0.077093
Etoposide,Selpercatinib,0.077014
Idelalisib,Zoledronate,0.076905
Raloxifene,Valrubicin,0.076783
Palbociclib,Teniposide,0.076710
Bleomycin,Valrubicin,0.076539
Lomustine,Ribociclib,0.076404
Actinomycin D,Ceritinib,0.075558
Dacarbazine,Irinotecan,0.075555
Cobimetinib,Paclitaxel,0.075411
Darolutamide,Oxaliplatin,0.075406
Cobimetinib,Methotrexate,0.075010
Selpercatinib,Teniposide,0.074989
Arsenic trioxide,Methotrexate,0.074916
Dacarbazine,Paclitaxel,0.074227
Erlotinib,Zoledronate,0.074103
Selumetinib,Vinblastine,0.073930
Arsenic trioxide,Idelalisib,0.073340
Carmustine,Fluorouracil,0.073217
Cobimetinib,Vinblastine,0.072564
Actinomycin D,Dacarbazine,0.072285
Etoposide,Pralsetinib,0.072233
Allopurinol,Nitrogen mustard,0.071519
Cytarabine,Dexrazoxane,0.071450
Dexrazoxane,Valrubicin,0.070441
Actinomycin D,Dexrazoxane,0.070412
Pralsetinib,Teniposide,0.070208
Idarubicin,Ifosfamide,0.069579
Dabrafenib,Paclitaxel,0.069186
Dacarbazine,Mitomycin,0.069011
Carmustine,Idelalisib,0.068860
Erlotinib,Lenvatinib,0.068856
Dacarbazine,Ixabepilone,0.068538
Afatinib,Dasatinib,0.068475
Ifosfamide,Ixabepilone,0.068246
Fruquintinib,Idelalisib,0.068072
Abiraterone,Brigatinib,0.068024
Allopurinol,Nilotinib,0.067739
Dabrafenib,Vinblastine,0.067486
Dacarbazine,Raloxifene,0.067067
Allopurinol,Dexrazoxane,0.066822
Abiraterone,Arsenic trioxide,0.066575
Actinomycin D,Tioguanine,0.066194
Cyclophosphamide,Ixabepilone,0.065424
Ceritinib,Tioguanine,0.065409
Idelalisib,Selpercatinib,0.065265
Cyclophosphamide,Ifosfamide,0.065227
Fluorouracil,Tamoxifen,0.064588
Encorafenib,Nilotinib,0.064448
Ifosfamide,Mitomycin,0.063742
Arsenic trioxide,Irinotecan,0.063517
Crizotinib,Docetaxel,0.063103
Afatinib,Selpercatinib,0.062744
Ixabepilone,Tioguanine,0.062703
Dabrafenib,Methotrexate,0.062618
Palbociclib,Valrubicin,0.061732
Dexrazoxane,Mitomycin,0.061192
Ifosfamide,Nilotinib,0.061104
Cyclophosphamide,Raloxifene,0.061020
Allopurinol,Vorinostat,0.060983
Raloxifene,Tioguanine,0.060977
Ixabepilone,Trametinib,0.060364
Cyclophosphamide,Dacarbazine,0.060259
Bleomycin,Ifosfamide,0.060200
Dexrazoxane,Nilotinib,0.059972
Dexrazoxane,Raloxifene,0.059797
Dacarbazine,Tamoxifen,0.059729
Ceritinib,Trametinib,0.059628
Selpercatinib,Valrubicin,0.059385
Idarubicin,Mercaptopurine,0.059341
Binimetinib,Ixabepilone,0.059310
Irinotecan,Palbociclib,0.059174
Dabrafenib,Oxaliplatin,0.059149
Binimetinib,Ceritinib,0.058573
Afatinib,Pralsetinib,0.058165
Dacarbazine,Trilaciclib,0.058146
Crizotinib,Encorafenib,0.058007
Tamoxifen,Vemurafenib,0.057537
Cyclophosphamide,Vorinostat,0.057456
Actinomycin D,Selumetinib,0.057383
Arsenic trioxide,Daunorubicin,0.057256
Allopurinol,Palbociclib,0.057237
Encorafenib,Vorinostat,0.057121
Crizotinib,Nitrogen mustard,0.056945
Ifosfamide,Trilaciclib,0.056460
Actinomycin D,Cobimetinib,0.056018
Ixabepilone,Selumetinib,0.055942
Nitrogen mustard,Tioguanine,0.055916
Nilotinib,Trilaciclib,0.055362
Ceritinib,Lomustine,0.055071
Nilotinib,Vemurafenib,0.054815
Pralsetinib,Valrubicin,0.054604
Cobimetinib,Ixabepilone,0.054593
Arsenic trioxide,Dacarbazine,0.054569
Methotrexate,Trilaciclib,0.054521
Lomustine,Mitomycin,0.054436
Tamoxifen,Tioguanine,0.053639
Carmustine,Ceritinib,0.053615
Daunorubicin,Palbociclib,0.053033
Carmustine,Mitomycin,0.052970
Mitomycin,Palbociclib,0.052814
Nitrogen mustard,Trilaciclib,0.051857
Dacarbazine,Selumetinib,0.051250
Cobimetinib,Dacarbazine,0.049885
Crizotinib,Trametinib,0.049866
Mitomycin,Oxaliplatin,0.049144
Arsenic trioxide,Vorinostat,0.048720
Tamoxifen,Trametinib,0.048697
Arsenic trioxide,Tioguanine,0.048478
Crizotinib,Vemurafenib,0.048430
Abiraterone,Ibrutinib,0.048204
Binimetinib,Tamoxifen,0.047643
Vemurafenib,Vorinostat,0.047594
Bleomycin,Carmustine,0.047213
Cyclophosphamide,Palbociclib,0.045969
Palbociclib,Tioguanine,0.045727
Arsenic trioxide,Zoledronate,0.045200
Selumetinib,Tioguanine,0.045159
Palbociclib,Selumetinib,0.044873
Ifosfamide,Mercaptopurine,0.044683
Abiraterone,Encorafenib,0.044210
Cobimetinib,Tioguanine,0.043794
Cobimetinib,Palbociclib,0.043191
Ifosfamide,Selpercatinib,0.043046
Arsenic trioxide,Trilaciclib,0.042981
Carmustine,Zoledronate,0.040720
Oxaliplatin,Selumetinib,0.040454
Lomustine,Trilaciclib,0.039912
Arsenic trioxide,Selumetinib,0.039667
Arsenic trioxide,Palbociclib,0.038810
Cobimetinib,Oxaliplatin,0.038772
Arsenic trioxide,Mercaptopurine,0.038444
Arsenic trioxide,Cobimetinib,0.038302
Ifosfamide,Pralsetinib,0.038266
Fruquintinib,Trilaciclib,0.037787
Dabrafenib,Palbociclib,0.036966
Lomustine,Selumetinib,0.036524
Lomustine,Palbociclib,0.035740
Cobimetinib,Lomustine,0.035159
Mercaptopurine,Selumetinib,0.035125
Abiraterone,Trilaciclib,0.035004
Abiraterone,Vemurafenib,0.034531
Cobimetinib,Mercaptopurine,0.033760
Abiraterone,Binimetinib,0.033467
Abiraterone,Selumetinib,0.030164
Carmustine,Selpercatinib,0.030059
Abiraterone,Carmustine,0.028891
Abiraterone,Cobimetinib,0.028841
Dabrafenib,Mercaptopurine,0.028696
Carmustine,Pralsetinib,0.025278
