variant,drug,z_A1,z_A2,z_B1,z_B2,z_B2_lo,z_B2_hi,delta_z_acc_A1_minus_A2,delta_z_breast_B2_minus_B1,delta_z_breast_B2_lo_minus_B1,delta_z_breast_B2_hi_minus_B1
column_minmax,Doxorubicin,1.02444546868,1.00010594514,-0.805469586042,-1.1723171421,-0.983576848104,-1.18831306015,0.02433952354,-0.366847556058,-0.178107262062,-0.382843474108
column_minmax,Duvelisib,0.351081892732,0.411155926136,0.0370698592437,0.115305250196,0.111052773706,0.176454352355,-0.060074033404,0.0782353909523,0.0739829144623,0.139384493111
column_minmax,Encorafenib,1.72396356809,1.85650372188,2.89293331383,2.8094215361,2.80651035998,2.81682436719,-0.13254015379,-0.08351177773,-0.08642295385,-0.07610894664
column_minmax,Epirubicin,3.37008747905,3.62456363809,0.752069551496,0.7013600574,0.699705514402,0.702417865896,-0.25447615904,-0.050709494096,-0.052364037094,-0.0496516856
column_minmax,Erdafitinib,-1.26262438263,-1.28048683711,-0.605580334471,-0.647168252524,-0.643811608004,-0.709629689757,0.01786245448,-0.041587918053,-0.038231273533,-0.104049355286
column_minmax,Erlotinib,-0.373769901807,-0.333092260162,-1.11505305764,-1.11974807655,-1.11539750597,-1.12321830222,-0.040677641645,-0.00469501891,-0.00034444833,-0.00816524458
column_minmax,Estramustine,-1.84615959891,-1.7498270185,-0.584406531788,-0.607686831886,-0.607630920377,-0.608806935379,-0.09633258041,-0.023280300098,-0.023224388589,-0.024400403591
column_minmax,Etoposide,0.499542507933,0.546874701077,-0.918310268404,-0.990981285701,-0.988194329069,-0.992475825553,-0.047332193144,-0.072671017297,-0.069884060665,-0.074165557149
column_minmax,Everolimus,-1.3804538563,-1.37571789867,-0.35327133702,-0.387119652862,-0.388741306797,-0.386107368585,-0.00473595763,-0.033848315842,-0.035469969777,-0.032836031565
column_minmax,Fludarabine,0.189168973802,0.247664716496,0.326423621486,0.397105343898,0.393918785821,0.399237281935,-0.058495742694,0.070681722412,0.067495164335,0.072813660449
