draw,spearman_vs_locked_ADRS_rank,top20_jaccard_vs_locked,spearman_vs_uniform_ADRS_rank,top20_jaccard_vs_uniform,mean_absolute_rank_change_vs_locked,maximum_absolute_rank_change_vs_locked,Abemaciclib_rank,Palbociclib_rank,Ribociclib_rank
826,0.970867034401,0.739130434783,0.985061971858,0.739130434783,4.31481481481,36,15,61,50
827,0.989920641725,0.818181818182,0.988872693323,0.818181818182,2.57407407407,21,10,32,51
828,0.979441157697,0.818181818182,0.99198795812,0.818181818182,3.53703703704,34,20,60,48
829,0.970886088009,0.739130434783,0.981727590576,0.739130434783,4.74074074074,29,10,53,48
830,0.981880019435,0.739130434783,0.989987329351,0.739130434783,3.98148148148,22,7,29,50
831,0.985471624415,0.818181818182,0.990482723142,0.904761904762,3.14814814815,33,7,26,48
832,0.971972143626,0.739130434783,0.986795850124,0.739130434783,4.55555555556,30,13,56,49
833,0.985566892452,0.818181818182,0.994293444606,0.818181818182,3.07407407407,32,9,31,48
834,0.979107719569,0.818181818182,0.987262663504,0.739130434783,3.59259259259,28,9,27,49
835,0.993102594149,0.904761904762,0.993169281774,0.818181818182,2.46296296296,13,8,30,50
836,0.988463040765,0.818181818182,0.990806634466,0.818181818182,2.38888888889,30,11,31,49
837,0.977850181486,0.818181818182,0.98832013871,0.904761904762,3.61111111111,33,13,52,48
838,0.985109605876,0.739130434783,0.989120390218,0.818181818182,3.37037037037,22,9,29,49
839,0.990587517982,0.904761904762,0.994360132232,0.904761904762,2.37037037037,26,10,30,49
840,0.983080396696,0.818181818182,0.989406194328,0.818181818182,3.59259259259,24,10,27,50
841,0.986891118161,0.739130434783,0.991263921042,0.818181818182,3.42592592593,16,9,34,48
842,0.987653262454,0.904761904762,0.992988272505,1,2.66666666667,25,14,51,50
843,0.985233454324,0.739130434783,0.993655148761,0.818181818182,3.51851851852,20,10,38,50
844,0.973867977555,0.739130434783,0.987024493412,0.739130434783,4.22222222222,36,15,62,50
845,0.97525889089,0.739130434783,0.987367458344,0.818181818182,3.7962962963,34,18,60,49
846,0.968513913897,0.666666666667,0.983537683272,0.666666666667,4.81481481481,35,12,45,51
847,0.989539569579,0.904761904762,0.987300770718,0.818181818182,2.37037037037,23,12,47,50
848,0.983747272952,0.904761904762,0.991387769489,0.904761904762,3.16666666667,28,13,54,48
849,0.98657673364,0.904761904762,0.992626253966,0.904761904762,2.59259259259,33,9,29,49
850,0.983652004916,0.818181818182,0.992578619947,0.904761904762,3.46296296296,33,6,27,49
851,0.989168024236,0.739130434783,0.988272504692,0.818181818182,2.74074074074,15,8,26,47
852,0.98668152848,0.818181818182,0.991749788029,0.904761904762,2.88888888889,33,9,30,48
853,0.979212514409,0.666666666667,0.989415721131,0.739130434783,4.14814814815,26,11,38,47
854,0.980022292721,1,0.992692941591,0.904761904762,3.05555555556,34,15,60,48
855,0.988624996427,0.739130434783,0.991016224147,0.739130434783,2.94444444444,20,8,29,50
856,0.989996856155,0.904761904762,0.991654519992,0.818181818182,2.11111111111,29,9,27,46
857,0.985805062543,0.818181818182,0.98771995008,0.818181818182,2.92592592593,28,11,32,49
858,0.985214400716,0.739130434783,0.989558623186,0.818181818182,3.46296296296,20,9,32,50
859,0.976449741347,0.904761904762,0.988367772729,0.818181818182,3.64814814815,32,14,58,48
860,0.985214400716,0.818181818182,0.992102279764,0.904761904762,3.2037037037,34,7,27,47
861,0.986510046014,0.818181818182,0.99412196214,0.904761904762,2.83333333333,26,11,50,48
862,0.995188964151,0.904761904762,0.992578619947,0.904761904762,2.12962962963,10,8,27,47
863,0.989892061315,0.904761904762,0.991216287024,0.818181818182,2.44444444444,24,13,50,47
864,0.981317938019,0.818181818182,0.991340135471,0.904761904762,3.53703703704,29,13,35,51
865,0.986891118161,0.818181818182,0.99313117456,0.818181818182,2.98148148148,31,9,27,48
866,0.983051816285,0.818181818182,0.989206131451,0.818181818182,3.33333333333,36,18,62,48
867,0.984699953319,0.904761904762,0.994217230177,0.904761904762,3.24074074074,29,9,35,51
868,0.980222355597,0.739130434783,0.991940324102,0.818181818182,3.68518518519,30,14,56,48
869,0.982327779207,0.904761904762,0.990577991178,0.904761904762,3.03703703704,33,9,27,50
870,0.984757114141,0.904761904762,0.988148656244,0.904761904762,2.83333333333,32,13,52,50
871,0.980003239113,0.818181818182,0.991121018987,0.818181818182,3.66666666667,32,14,58,49
872,0.98106071432,0.818181818182,0.994636409538,0.818181818182,3.42592592593,31,10,41,48
873,0.976621223813,0.739130434783,0.989272819076,0.818181818182,4.01851851852,32,18,58,50
874,0.977612011394,0.818181818182,0.986662474873,0.739130434783,3.90740740741,36,16,62,49
875,0.984699953319,0.818181818182,0.991530671544,0.818181818182,3.16666666667,28,15,51,49
876,0.987920012956,0.818181818182,0.991959377709,0.904761904762,3.46296296296,17,7,27,49
877,0.984966703821,0.818181818182,0.993569407528,0.904761904762,3.14814814815,26,8,28,49
878,0.980127087561,0.818181818182,0.992111806568,0.904761904762,3.42592592593,32,9,29,48
879,0.980108033954,0.666666666667,0.985090552269,0.739130434783,3.98148148148,25,5,28,49
880,0.986910171768,0.904761904762,0.987653262454,0.818181818182,2.68518518519,28,12,54,48
881,0.987510360399,0.818181818182,0.990635152,0.818181818182,2.48148148148,35,9,30,49
882,0.990120704602,0.904761904762,0.990034963369,0.904761904762,2.98148148148,15,11,30,47
883,0.977440528928,0.818181818182,0.990597044786,0.818181818182,3.77777777778,34,9,34,49
884,0.990130231406,0.818181818182,0.994531614698,0.818181818182,2.88888888889,22,8,29,48
885,0.986024179028,0.904761904762,0.992931111683,0.818181818182,2.90740740741,31,14,57,49
886,0.986805376928,0.818181818182,0.993531300313,0.818181818182,3.22222222222,23,7,27,50
887,0.989930168529,1,0.991225813827,0.904761904762,2.27777777778,25,11,46,49
888,0.978431316509,0.739130434783,0.985366829575,0.818181818182,4.01851851852,27,7,28,50
889,0.984290300761,0.904761904762,0.99092095611,0.818181818182,2.85185185185,31,7,26,49
890,0.987786637705,0.904761904762,0.989768212867,0.904761904762,3.12962962963,19,7,27,48
891,0.982966075052,0.904761904762,0.993321710633,0.904761904762,3.46296296296,31,7,28,48
892,0.978307468061,0.818181818182,0.991797422047,0.818181818182,3.66666666667,30,14,56,47
893,0.983051816285,0.739130434783,0.986224241905,0.739130434783,3.24074074074,31,13,34,51
894,0.989415721131,0.904761904762,0.991473510722,0.904761904762,2.59259259259,26,12,39,48
895,0.983175664733,0.739130434783,0.993426505473,0.818181818182,3.57407407407,29,8,34,48
896,0.989491935561,0.904761904762,0.99188316328,1,2.57407407407,29,8,25,51
897,0.985528785237,1,0.989472881953,0.904761904762,3.01851851852,29,10,35,49
898,0.986881591357,0.818181818182,0.991968904513,0.904761904762,2.87037037037,30,7,27,48
899,0.984719006926,0.818181818182,0.989815846885,0.739130434783,3.09259259259,28,12,54,49
900,0.983852067793,0.818181818182,0.994417293054,0.818181818182,3.22222222222,28,8,27,50
901,0.97760248459,0.904761904762,0.987605628436,0.818181818182,3.5,35,14,61,50
902,0.989882534511,0.818181818182,0.992188020997,0.904761904762,2.72222222222,23,11,36,48
903,0.986148027475,1,0.992731048806,0.904761904762,2.7037037037,26,14,52,48
904,0.99198795812,0.904761904762,0.993788524012,0.818181818182,2.61111111111,19,7,27,50
905,0.986672001677,0.904761904762,0.989015595378,1,2.90740740741,26,10,51,48
906,0.9856907409,0.818181818182,0.990073070584,0.818181818182,3.22222222222,27,7,27,50
907,0.98629092953,0.904761904762,0.993883792049,0.904761904762,2.53703703704,31,11,33,50
908,0.989148970629,0.818181818182,0.994360132232,0.904761904762,2.7037037037,32,9,28,46
909,0.990930482914,1,0.991483037526,0.904761904762,2.25925925926,26,8,30,49
910,0.983470995646,0.904761904762,0.992778682824,0.904761904762,3.33333333333,29,11,45,51
911,0.980212828794,0.818181818182,0.987491306792,0.818181818182,3.2962962963,35,17,61,50
912,0.98928234588,0.818181818182,0.990940009717,0.904761904762,2.64814814815,30,17,56,48
913,0.98811054903,0.904761904762,0.988358245925,0.818181818182,2.48148148148,27,13,53,50
914,0.988129602637,0.904761904762,0.993998113693,1,2.88888888889,28,6,27,49
915,0.991959377709,0.818181818182,0.993712309583,0.904761904762,2.64814814815,16,11,30,48
916,0.980841597836,0.818181818182,0.990997170539,0.818181818182,3.48148148148,33,10,38,50
917,0.9804891061,0.666666666667,0.989101336611,0.739130434783,4.05555555556,24,6,28,49
918,0.980050873132,0.818181818182,0.987291243915,0.904761904762,4.03703703704,27,6,29,51
919,0.990454142731,0.818181818182,0.99469357036,0.904761904762,2.51851851852,24,11,38,49
920,0.982832699801,0.818181818182,0.989758686063,0.818181818182,3.16666666667,31,11,57,50
921,0.977450055732,0.818181818182,0.98839635314,0.818181818182,3.88888888889,30,11,43,50
922,0.985786008936,1,0.993788524012,0.904761904762,2.85185185185,30,9,37,50
923,0.9880343346,1,0.993188335382,0.904761904762,2.37037037037,30,13,50,47
924,0.988615469624,1,0.991225813827,0.904761904762,2.7037037037,27,12,43,49
925,0.983804433774,1,0.993798050816,0.904761904762,2.83333333333,30,16,56,47
926,0.984071184277,0.904761904762,0.990320767479,0.904761904762,2.74074074074,35,18,61,47
927,0.983023235874,0.818181818182,0.985566892452,0.739130434783,3.40740740741,27,8,27,50
928,0.97546848057,0.739130434783,0.99042556232,0.739130434783,3.83333333333,36,7,27,49
929,0.987843798527,0.818181818182,0.987329351129,0.818181818182,2.62962962963,24,12,50,49
930,0.974944506369,0.818181818182,0.985595472863,0.818181818182,3.90740740741,34,11,48,51
931,0.983890175007,0.818181818182,0.992473825107,0.904761904762,3.51851851852,27,7,29,50
932,0.973010565225,0.666666666667,0.986071813046,0.666666666667,4.64814814815,30,12,53,49
933,0.990454142731,0.904761904762,0.990482723142,0.904761904762,2.2037037037,32,7,28,48
934,0.989272819076,0.818181818182,0.992702468395,0.904761904762,3.03703703704,22,5,27,49
935,0.990492249945,0.904761904762,0.991902216887,0.818181818182,2.35185185185,24,10,50,49
936,0.978326521669,0.818181818182,0.9856907409,0.904761904762,3.77777777778,31,12,52,48
937,0.984976230625,0.904761904762,0.987862852134,0.904761904762,2.75925925926,32,15,58,47
938,0.980146141168,0.904761904762,0.987834271723,0.818181818182,3.37037037037,34,15,60,49
939,0.987186449074,0.739130434783,0.986319509941,0.818181818182,3.09259259259,22,7,27,50
940,0.977088037193,0.666666666667,0.988415406747,0.739130434783,4.22222222222,34,9,31,49
941,0.982403993636,0.739130434783,0.992407137481,0.818181818182,3.7962962963,28,11,49,46
942,0.980355730849,0.818181818182,0.993216915793,0.818181818182,3.68518518519,33,12,38,47
943,0.985395409986,0.904761904762,0.99334076424,0.818181818182,3,30,11,42,49
944,0.979326836053,0.818181818182,0.991435403508,0.818181818182,3.46296296296,30,13,56,50
945,0.993874265245,0.904761904762,0.988463040765,0.904761904762,2.01851851852,18,7,28,49
946,0.982613583317,0.818181818182,0.98704354702,0.739130434783,3.14814814815,28,11,54,48
947,0.989253765469,0.904761904762,0.992750102413,0.818181818182,2.62962962963,30,11,32,50
948,0.997456343422,0.904761904762,0.991768841636,1,1.48148148148,9,7,26,49
949,0.987986700582,0.904761904762,0.991683100403,0.904761904762,3.11111111111,23,8,27,48
950,0.988024807797,0.818181818182,0.989206131451,0.904761904762,2.92592592593,27,15,53,48
951,0.976849867101,0.739130434783,0.990787580859,0.666666666667,4.18518518519,31,11,43,50
952,0.988415406747,0.818181818182,0.986691055284,0.818181818182,2.74074074074,22,6,26,46
953,0.975925767146,0.739130434783,0.988767898482,0.739130434783,4.53703703704,25,8,30,51
954,0.985862223365,0.904761904762,0.993979060086,1,2.85185185185,29,14,55,47
955,0.980536740118,1,0.990387455105,0.904761904762,3.14814814815,34,16,60,48
956,0.976726018653,0.818181818182,0.990015909762,0.904761904762,3.64814814815,31,12,52,47
957,0.990463669534,0.818181818182,0.992464298303,0.904761904762,2.05555555556,28,12,38,50
958,0.987367458344,0.818181818182,0.99177836844,0.904761904762,3,28,10,37,50
959,0.975011193994,0.739130434783,0.989549096383,0.666666666667,4.22222222222,31,14,57,49
960,0.972962931207,0.739130434783,0.982099135919,0.739130434783,4.55555555556,27,10,52,46
961,0.986176607886,1,0.993007326112,0.904761904762,2.55555555556,35,17,61,49
962,0.982508788476,0.739130434783,0.992731048806,0.739130434783,3.53703703704,31,12,46,50
963,0.976640277421,0.818181818182,0.988767898482,0.739130434783,4.03703703704,29,10,42,49
964,0.983280459573,0.818181818182,0.987091181038,0.818181818182,3.22222222222,29,12,51,49
965,0.977154724818,0.739130434783,0.992159440586,0.818181818182,4.03703703704,32,7,25,47
966,0.991787895243,0.818181818182,0.995874894014,0.904761904762,2.51851851852,20,7,30,48
967,0.984214086332,1,0.993826631227,0.904761904762,2.74074074074,31,14,55,49
968,0.981860965827,0.739130434783,0.988796478893,0.739130434783,3.88888888889,20,9,30,50
969,0.985052445054,0.818181818182,0.989196604647,0.904761904762,3.03703703704,35,11,42,48
970,0.987186449074,0.818181818182,0.993645621957,0.904761904762,3.14814814815,25,11,35,49
971,0.989034648985,0.904761904762,0.992683414788,1,2.53703703704,32,9,30,50
972,0.980031819524,0.818181818182,0.990130231406,0.818181818182,3.44444444444,29,14,52,49
973,0.980269989616,0.818181818182,0.99209275296,0.904761904762,3.74074074074,31,14,57,49
974,0.978917183496,0.818181818182,0.99131155506,0.904761904762,3.72222222222,30,12,42,48
975,0.996360761001,1,0.989101336611,0.904761904762,1.66666666667,11,7,26,50
976,0.980136614365,0.666666666667,0.991521144741,0.739130434783,4.22222222222,26,11,40,50
977,0.983547210076,0.904761904762,0.987967646975,0.818181818182,3.18518518519,36,16,62,50
978,0.977478636143,0.739130434783,0.987024493412,0.739130434783,3.68518518519,32,17,58,47
979,0.984709480122,0.818181818182,0.98608133985,0.739130434783,3.25925925926,22,7,29,50
980,0.987767584098,0.904761904762,0.991816475654,0.904761904762,2.81481481481,28,10,32,49
981,0.987014966609,0.739130434783,0.989510989168,0.818181818182,2.74074074074,25,11,51,49
982,0.98579553574,0.739130434783,0.98871073766,0.818181818182,3.16666666667,24,12,50,51
983,0.982680270942,0.818181818182,0.986833957339,0.739130434783,3,33,16,59,48
984,0.981213143178,0.818181818182,0.992616727162,0.904761904762,3.62962962963,28,11,34,48
985,0.99508416931,0.904761904762,0.989472881953,0.818181818182,1.96296296296,13,11,31,51
986,0.98059390094,0.739130434783,0.99006354378,0.818181818182,3.7962962963,34,7,29,51
987,0.985023864643,0.904761904762,0.993702782779,0.818181818182,2.88888888889,28,14,52,48
988,0.984661846104,0.818181818182,0.991016224147,0.818181818182,3.44444444444,20,10,35,51
989,0.981708536969,0.818181818182,0.982118189526,0.818181818182,3.75925925926,24,5,26,50
990,0.976192517648,0.739130434783,0.989815846885,0.818181818182,4.38888888889,31,8,31,47
991,0.982461154458,0.818181818182,0.990673259215,0.904761904762,3.31481481481,31,17,57,49
992,0.992045118942,1,0.990520830356,0.904761904762,1.98148148148,24,14,50,49
993,0.984518944049,0.818181818182,0.991930797298,0.818181818182,3.46296296296,30,10,33,48
994,0.976668857832,0.739130434783,0.985643106881,0.818181818182,3.98148148148,33,16,59,50
995,0.980250936008,0.818181818182,0.990616098393,0.904761904762,3.83333333333,32,7,28,49
996,0.978926710299,0.666666666667,0.993226442596,0.739130434783,4.01851851852,28,11,38,50
997,0.976506902169,0.739130434783,0.987281717111,0.739130434783,4.01851851852,27,12,50,49
998,0.988777425286,0.818181818182,0.990377928301,0.904761904762,2.81481481481,16,6,28,47
999,0.982375413225,0.904761904762,0.98938714072,0.818181818182,2.98148148148,31,15,57,46
1000,0.986719635695,0.904761904762,0.991968904513,0.904761904762,2.85185185185,28,15,54,48
